,publication_id,publication_kind,publication_date,application_id,application_date,country,inventor_name,inventor_firstname,inventor_country,invention_title,number_of_claims,attorney_name,attorney_firstname,inventor males,inventor females,inventor team size,attorney males,attorney females,attorney team size,Year,WorldWide Applications,Original Names
95999,US10972327,B2,20210406,US16783606,20200206,US,"['Choi Jinyong', 'Ko Woosuk', 'Moon Sangchul', 'Hong Sungryong']","['Jinyong', 'Woosuk', 'Sangchul', 'Sungryong']","['KR', 'KR', 'KR', 'KR']","Apparatus for transmitting broadcast signals, apparatus for receiving broadcast signals, method for transmitting broadcast signals and method for receiving broadcast signals",8,[],[],1,3,4,0,0,0,2022,"['CN107431513B/en', 'CN112468195A/en', 'KR102179826B1/en', 'CN107431680B/en', 'KR102124486B1/en', 'KR102052378B1/en']","[['催真溶', '高祐奭', '文相喆', '洪性龙'], ['催真溶', '高祐奭', '文相喆', '洪性龙'], ['최진용', '고우석', '문상철', '홍성룡'], ['催真溶', '高祐奭', '文相喆', '洪性龙'], ['최진용', '고우석', '문상철', '홍성룡'], ['최진용', '고우석', '문상철', '홍성룡']]"
96000,US10972328,B2,20210406,US16224227,20181218,US,"['Wei Chao', 'Wang Xiao Feng', 'Rico Alvarino Alberto', 'Liu Le', 'Chen Wanshi']","['Chao', 'Xiao Feng', 'Alberto', 'Le', 'Wanshi']","['CN', 'US', 'US', 'US', 'US']",Demodulation reference signal and phase rotation for sub-physical resource block allocation with two tone modulation,30,[],[],4,1,5,0,0,0,2022,"['KR20200107966A/en', 'CN111602364A/en']","[['차오 웨이', '샤오 펑 왕', '알바리노 알베르토 리코', '러 리우', '완시 천'], ['魏超', 'X·F·王', 'A·里科阿尔瓦里尼奥', '刘乐', '陈万士']]"
96002,US10972329,B2,20210406,US16752561,20200124,US,"['Kim Bonghoe', 'Kim Kijun', 'Ko Hyunsoo', 'Kim Byounghoon', 'Yi Yunjung', 'Shin Seokmin']","['Bonghoe', 'Kijun', 'Hyunsoo', 'Byounghoon', 'Yunjung', 'Seokmin']","['KR', 'KR', 'KR', 'KR', 'KR', 'KR']",Method and device for transmitting and receiving primary synchronization signal in wireless access system supporting narrowband internet of things,8,[],[],1,5,6,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
96003,US10972330,B2,20210406,US16085131,20160607,US,['Tang Hai'],['Hai'],['CN'],Data transmission method and device,15,[],[],1,0,1,0,0,0,2022,['CN109417430B/en'],[['唐海']]
96031,US10972356,B2,20210406,US15963692,20180426,US,"['Liu Bing', 'Jiang Sheng']","['Bing', 'Sheng']","['CN', 'CN']","Method for selecting negotiation counterpart, method for responding to discovery message, and related apparatus",20,[],[],2,0,2,0,0,0,2022,['CN107431669B/en'],"[['刘冰', '蒋胜']]"
96032,US10972357,B2,20210406,US16665773,20191028,CN,"['Wang Donghui', 'Li Jinming']","['Donghui', 'Jinming']","['CN', 'CN']","SDN network system, controller, and controlling method",22,[],[],1,1,2,0,0,0,2022,['CN105099995B/en'],"[['王东晖', '李金明']]"
96038,US10972362,B2,20210406,US15938773,20180328,CN,"['Tang Xiaohu', 'Yu Bin']","['Xiaohu', 'Bin']","['CN', 'CN']",Network service configuration method and network management device,20,[],[],1,1,2,0,0,0,2022,"['CN108667638B/en', 'CN112291079B/en']","[['唐小虎', '于斌'], ['唐小虎', '于斌']]"
96041,US10972365,B2,20210406,US16707184,20191209,US,"['Ni Shaoji', 'Gong Xuewen']","['Shaoji', 'Xuewen']","['FI', 'CN']",Method and entities for service availability management,20,[],[],0,2,2,0,0,0,2022,"['CN107624230B/en', 'KR102019729B1/en']","[['倪绍基', '龚学文'], ['샤오지 니', '수에웬 공']]"
96062,US10972384,B2,20210406,US16303117,20170727,CN,['Li Jie'],['Jie'],['CN'],Processing of data stream,14,[],[],1,0,1,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
96068,US10972389,B2,20210406,US16513801,20190717,US,"['Tao Zi Jin', 'Zhang Yuan Yuan', 'Li Ping', 'Cai Jing CJ']","['Zi Jin', 'Yuan Yuan', 'Ping', 'Jing CJ']","['CN', 'CN', 'CN', 'CN']",Next-hop component selection along a service function path,18,['Wozniak Ewa M.'],['Ewa M.'],4,0,4,0,1,1,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
96071,US10972392,B2,20210406,US15757777,20160923,CN,['Li Jinglin'],['Jinglin'],['CN'],Path switching,11,[],[],0,1,1,0,0,0,2022,['CN106559336B/en'],[['李晶林']]
96074,US10972395,B2,20210406,US15174522,20160606,CN,"['Wang Yang', 'Chen Changbing', 'Fu Qiang', 'Hou Enxing']","['Yang', 'Changbing', 'Qiang', 'Enxing']","['CN', 'CN', 'CN', 'CN']",Method and device for granting and acquiring qualification,15,[],[],2,2,4,0,0,0,2022,"['CN104519057B/en', 'KR20160085697A/en']","[['王阳', '陈昌兵', '傅强', '侯恩星'], ['양 왕', '창빙 첸', '퀴앙 푸', '엔싱 호우']]"
96077,US10972398,B2,20210406,US16285913,20190226,CN,['Jiang Yuanlong'],['Yuanlong'],['CN'],Method and apparatus for processing low-latency service flow,18,[],[],0,1,1,0,0,0,2022,"['CN113472673A/en', 'CN107786465B/en']","[['江元龙'], ['江元龙']]"
96086,US10972406,B2,20210406,US16580044,20190924,US,"['Zhang Xiao', 'Qiao Zongpeng', 'Zhuang Jie']","['Xiao', 'Zongpeng', 'Jie']","['CN', 'CN', 'CN']",Indicating whether a user device can access a computing resource based on whether a current time falls within one or more time slots associated with the computing resource,20,[],[],2,1,3,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
96090,US10972410,B2,20210406,US16233312,20181227,KR,"['Myung No Suk', 'Hwang Ji Soo', 'Kim Jun Ki', 'Lee Hee Keung']","['No Suk', 'Ji Soo', 'Jun Ki', 'Hee Keung']","['KR', 'KR', 'KR', 'KR']",Managing context information between chatbot and user device,11,[],[],4,0,4,0,0,0,2022,['KR102016678B1/en'],"[['명노석', '황지수', '김준기', '이희경']]"
96095,US10972414,B2,20210406,US16785699,20200210,KR,"['Ryu Young-Hwan', 'Jang Dong-Ho']","['Young-Hwan', 'Dong-Ho']","['KR', 'KR']",Electronic device and method for image control thereof,17,[],[],1,1,2,0,0,0,2022,"['KR20170076380A/en', 'CN113419696A/en', 'CN108432260B/en']","[['류영환', '장동호'], ['柳荣桓', '张东镐'], ['柳荣桓', '张东镐']]"
96107,US10972425,B2,20210406,US16362461,20190322,CN,"['Wu Jiangqi', 'Jiang Fengbo', 'Hu Hao', 'Qin Jun']","['Jiangqi', 'Fengbo', 'Hao', 'Jun']","['CN', 'CN', 'CN', 'CN']","Method, device and system for service platform address resolution",18,[],[],2,2,4,0,0,0,2022,['CN106657431B/en'],"[['吴江琪', '姜凤波', '胡浩', '秦俊']]"
96115,US10972432,B2,20210406,US16267681,20190205,KR,['Lee Dong-Hyuk'],['Dong-Hyuk'],['KR'],Flexible network security system and method for permitting trusted process,21,['Meyer Jerald L.'],['Jerald L.'],0,1,1,1,0,1,2022,['KR100522138B1/en'],[['이동혁']]
96121,US10972438,B2,20210406,US15745027,20150827,US,"['Long Shuiping', 'Wang Chan']","['Shuiping', 'Chan']","['CN', 'CN']",Method for encrypted call and terminal,20,[],[],1,1,2,0,0,0,2022,['CN107079290B/en'],"[['龙水平', '汪婵']]"
96145,US10972460,B2,20210406,US16076510,20170210,KR,"['Ko Hyoung Ho', 'Choi Byong Deok']","['Hyoung Ho', 'Byong Deok']","['KR', 'KR']",Secure semiconductor chip and operating method thereof,8,[],[],0,2,2,0,0,0,2022,"['KR20170095155A/en', 'CN108701192B/en', 'KR20170095156A/en', 'KR20170095154A/en', 'CN108701193B/en', 'CN108604275A/en', 'CN108604274A/en', 'KR20170095163A/en', 'KR20170095161A/en']","[['고형호', '최병덕'], ['高亨浩', '崔秉德'], ['최병덕'], ['고형호', '최병덕'], ['高亨浩', '崔秉德'], ['金东奎', '金志勋'], ['金东奎', '金志勋'], ['김동규', '김지훈'], ['김동규', '김지훈']]"
96162,US10972476,B2,20210406,US15775260,20160322,US,"['Ni Jing', 'Qian Kai']","['Jing', 'Kai']","['CN', 'CN']","Method for limiting usage of application, and terminal",20,[],[],2,0,2,0,0,0,2022,"['KR102364590B1/en', 'CN112969215A/en', 'CN112969213A/en', 'CN107409346B/en', 'KR102205086B1/en', 'CN112969214B/en', 'CN112969216A/en']","[['징 니', '카이 키안'], ['倪静', '钱凯'], ['倪静', '钱凯'], ['倪静', '钱凯'], ['징 니', '카이 키안'], ['倪静', '钱凯'], ['倪静', '钱凯']]"
96164,US10972478,B2,20210406,US16567855,20190911,CN,"['Pang Hongfu', 'Chen Min', 'Zhou Yang']","['Hongfu', 'Min', 'Yang']","['CN', 'CN', 'CN']","Data processing method and apparatus, terminal, and access point computer",4,[],[],1,2,3,0,0,0,2022,['CN109561066B/en'],"[['庞洪福', '陈敏', '周阳']]"
96182,US10972496,B2,20210406,US16443433,20190617,CN,"['Zheng Xing', 'Hu Po', 'Guo Jing', 'Zhang Qiang', 'Fan Yuhe', 'Wang Fang', 'Yang Yong', 'Tang Wentao']","['Xing', 'Po', 'Jing', 'Qiang', 'Yuhe', 'Fang', 'Yong', 'Wentao']","['CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN']","Upload interface identification method, identification server and system, and storage medium",17,[],[],7,1,8,0,0,0,2022,['CN108696488B/en'],"[['郑兴', '胡珀', '郭晶', '张强', '范宇河', '王放', '杨勇', '唐文韬']]"
96214,US10972527,B2,20210406,US16698628,20191127,US,"['Kwon Woosuk', 'Kwak Minsung', 'Oh Sejin']","['Woosuk', 'Minsung', 'Sejin']","['KR', 'KR', 'KR']","Apparatus for transmitting broadcast signal, apparatus for receiving broadcast signal, method for transmitting broadcast signal and method for receiving broadcast signal",12,[],[],2,1,3,0,0,0,2022,"['KR101801587B1/en', 'CN105765943B/en']","[['권우석', '곽민성', '오세진'], ['权祐奭', '郭珉诚', '吴世珍']]"
96216,US10972529,B2,20210406,US16782274,20200205,CN,['Zheng Yueyang'],['Yueyang'],['CN'],Page jump method and apparatus,17,[],[],0,1,1,0,0,0,2022,"['CN106815276B/en', 'KR102151329B1/en']","[['郑越洋'], ['위에양 정']]"
96222,US10972535,B2,20210406,US16451224,20190625,CN,"['Yao Guang', 'Zhang Miao']","['Guang', 'Miao']","['CN', 'CN']","Method and device for load balancing, and storage medium",15,[],[],2,0,2,0,0,0,2022,['CN108769271A/en'],"[['姚广', '章淼']]"
96231,US10972542,B2,20210406,US16586074,20190927,CN,"['Sun Guilin', 'Liu Huaizhong', 'Zha Li', 'Xin Xianyin']","['Guilin', 'Huaizhong', 'Li', 'Xianyin']","['CN', 'CN', 'CN', 'CN']",Data storage method and apparatus,20,[],[],0,4,4,0,0,0,2022,['CN108667867B/en'],"[['孙桂林', '刘怀忠', '查礼', '辛现银']]"
96239,US10972549,B2,20210406,US16585055,20190927,US,"['He Guo Xing', 'Ruan Shi X.', 'Tang Gang', 'Zhu Na']","['Guo Xing', 'Shi X.', 'Gang', 'Na']","['CN', 'CN', 'CN', 'CN']",Software-defined networking proxy gateway,20,"['Bowman Nicholas D.', 'Webb Hunter E.']","['Nicholas D.', 'Hunter E.']",4,0,4,2,0,2,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
96258,US10972567,B2,20210406,US16374988,20190404,US,"['Luo Lan', 'Jiang Jing Bo', 'Zhang Li Ni', 'Zhao Yu', 'Jiang Li', 'Zhao Wen Rui', 'Chen Li Long']","['Lan', 'Jing Bo', 'Li Ni', 'Yu', 'Li', 'Wen Rui', 'Li Long']","['CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN']",Multi-dimensional tagging namespace for cloud resource management,20,"['Carpenter Maeve M.', 'Schiesser Madeline F.']","['Maeve M.', 'Madeline F.']",3,4,7,0,2,2,2022,['CN111800450A/en'],"[['罗兰', '姜静波', '张莉妮', '赵宇', '姜黎', '赵文瑞', '陈荔龙']]"
96261,US10972570,B2,20210406,US15979241,20180514,US,"['Zhou Wei', 'Teglas Russell George', 'Bali Siddaram Siddanna', 'Vasudeva Vinodh Nama']","['Wei', 'Russell George', 'Siddaram Siddanna', 'Vinodh Nama']","['CN', 'US', 'IN', 'IN']",Restful method and apparatus to import content by geo-aware content caching service,20,[],[],2,2,4,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
96268,US10972576,B2,20210406,US16190668,20181114,US,"['Bao Lei', 'Rong Liang', 'Tang Gang', 'Xian Ming Shuang']","['Lei', 'Liang', 'Gang', 'Ming Shuang']","['CN', 'CN', 'CN', 'CN']",Content acceleration for cross-site resources by CDN,20,['Chaney Jared C.'],['Jared C.'],4,0,4,1,0,1,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
96273,US10972581,B2,20210406,US15315317,20150529,CN,"['Kuang Yunsheng', 'Zhu Yu']","['Yunsheng', 'Yu']","['CN', 'CN']",Media processing method and device,16,[],[],1,1,2,0,0,0,2022,['CN105141569B/en'],"[['匡运生', '朱萸']]"
96282,US10972589,B2,20210406,US17023589,20200917,CN,['Zeng Zanjian'],['Zanjian'],['CN'],"Bracket structure, input/output assembly and electronic device",20,[],[],0,1,1,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
96284,US10972591,B2,20210406,US16696418,20191126,KR,"['Im Junghyun', 'Baek Seungchang', 'Kwon Sooncheol', 'Cho Sungho', 'Hwang Changyoun', 'Yoo Minwoo']","['Junghyun', 'Seungchang', 'Sooncheol', 'Sungho', 'Changyoun', 'Minwoo']","['KR', 'KR', 'KR', 'KR', 'KR', 'KR']","Housing, method of producing the same, and electronic device including the same",20,[],[],3,3,6,0,0,0,2022,['KR20200130020A/en'],"[['임정현', '백승창', '권순철', '조성호', '황창연', '유민우']]"
96285,US10972592,B2,20210406,US16784179,20200206,KR,"['Song Insu', 'Lee Jaewook']","['Insu', 'Jaewook']","['KR', 'KR']",Mobile terminal,20,[],[],1,1,2,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
96287,US10972594,B2,20210406,US16583216,20190925,CN,"['Ji Bin', 'Liu Mengshuai', 'Yang Zimei']","['Bin', 'Mengshuai', 'Zimei']","['CN', 'CN', 'CN']",Casing assembly and terminal,16,[],[],1,2,3,0,0,0,2022,['CN209233879U/en'],"[['吉斌', '刘孟帅', '杨自美']]"
96296,US10972601,B2,20210406,US16854221,20200421,US,"['Xu Sai', 'Zhang Qin']","['Sai', 'Qin']","['CN', 'CN']",Systems and methods for controlling access to a computing device,20,"['Sacco Robert J.', 'Thorstad-Forsyth Carol E.']","['Robert J.', 'Carol E.']",1,1,2,2,0,2,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
96309,US10972613,B2,20210406,US16258502,20190125,US,['Chai Xiaoqian'],['Xiaoqian'],['CN'],"Charging control method, charging trigger apparatus, and online charging system",22,[],[],0,1,1,0,0,0,2022,"['CN106533707B/en', 'CN106550162B/en', 'CN103765814B/en']","[['柴晓前'], ['柴晓前'], ['柴晓前']]"
96320,US10972624,B2,20210406,US16806603,20200302,CN,['Zhou Kang'],['Kang'],['CN'],Smart internet high-definition scanner with laser correction,10,['Xue Allen'],['Allen'],1,0,1,1,0,1,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
96326,US10972630,B2,20210406,US16475009,20160510,CN,['Zhou Kang'],['Kang'],['CN'],Method for flattening laser-based image of curved book page,4,['Xue Allen'],['Allen'],1,0,1,1,0,1,2022,['CN105979117B/en'],[['周康']]
96341,US10972645,B1,20210406,US17106779,20201130,KR,['Bae Sang Shin'],['Sang Shin'],['KR'],Dual camera module and apparatus for manufacturing the same,8,"['Kim Jae Youn', 'Lee Sang Ho']","['Jae Youn', 'Sang Ho']",1,0,1,2,0,2,2022,['KR102166289B1/en'],[['배상신']]
96342,US10972646,B2,20210406,US16681948,20191113,CN,"['Chen Shin-Wen', 'Ma Xiao-Mei', 'Zhang Long-Fei', 'Li Kun']","['Shin-Wen', 'Xiao-Mei', 'Long-Fei', 'Kun']","['TW', 'CN', 'CN', 'CN']",Camera device and mobile terminal,16,[],[],4,0,4,0,0,0,2022,['CN112243071A/en'],"[['陈信文', '马晓梅', '张龙飞', '李堃']]"
96347,US10972651,B2,20210406,US16177873,20181101,CN,"['Mao Juyong', 'Li Peisheng', 'Li Zhinong']","['Juyong', 'Peisheng', 'Zhinong']","['CN', 'CN', 'CN']",Method and system for iris recognition,13,[],[],0,3,3,0,0,0,2022,['CN108334862A/en'],"[['毛巨勇', '李沛生', '李治农']]"
96349,US10972653,B2,20210406,US16356995,20190318,KR,"['Chun Woo Chang', 'Yun Jin Sang', 'Koo Ja Won']","['Woo Chang', 'Jin Sang', 'Ja Won']","['KR', 'KR', 'KR']",Mobile terminal and method of controlling auto focusing of camera on object in preview image at user selected position on touch screen,17,[],[],3,0,3,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
96350,US10972654,B2,20210406,US17024831,20200918,KR,"['Chun Woo Chang', 'Yun Jin Sang', 'Koo Ja Won']","['Woo Chang', 'Jin Sang', 'Ja Won']","['KR', 'KR', 'KR']",Controlling image capturing setting of camera based on direction objected is dragged along touch screen,30,[],[],3,0,3,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
96358,US10972662,B2,20210406,US15923923,20180316,KR,"['Lee Wooyong', 'Yoo Yunson', 'Jang Donghoon', 'Kwon Beomjoon', 'Lee Kihuk']","['Wooyong', 'Yunson', 'Donghoon', 'Beomjoon', 'Kihuk']","['KR', 'KR', 'KR', 'KR', 'KR']",Method for providing different indicator for image based on shooting mode and electronic device thereof,20,[],[],0,5,5,0,0,0,2022,['KR102386398B1/en'],"[['이우용', '유윤선', '장동훈', '권범준', '이기혁']]"
96359,US10972663,B2,20210406,US17001321,20200824,US,['Liu Chang'],['Chang'],['CN'],Methods for automatically switching video capturing and playing back frame rate,20,[],[],1,0,1,0,0,0,2022,['CN111567030B/en'],[['刘畅']]
96362,US10972666,B2,20210406,US16541815,20190815,KR,"['Jung Tae Jin', 'Min Sang Jun']","['Tae Jin', 'Sang Jun']","['KR', 'KR']",Lens moving unit comprising a sensing magnet and a correction magnet,25,[],[],2,0,2,0,0,0,2022,"['KR102232029B1/en', 'CN104935792B/en', 'CN110677563B/en', 'CN110661948B/en']","[['정태진', '민상준'], ['郑泰真', '闵相竣'], ['郑泰真', '闵相竣'], ['郑泰真', '闵相竣']]"
96366,US10972670,B2,20210406,US15774148,20161031,KR,"['Lee Yongyeon', 'Kim Yunkyung', 'Kwak Jiyeon']","['Yongyeon', 'Yunkyung', 'Jiyeon']","['KR', 'KR', 'KR']",Content display method and electronic device for implementing same,20,[],[],0,3,3,0,0,0,2022,"['KR20170053273A/en', 'CN108351743B/en']","[['이용연', '김윤경', '곽지연'], ['李镕妍', '金伦庆', '郭知妍']]"
96377,US10972681,B2,20210406,US16294295,20190306,US,['Song Liang'],['Liang'],['CN'],Image encoding method and system,16,[],[],1,0,1,0,0,0,2022,['CN107005703A/en'],[['宋亮']]
96382,US10972686,B2,20210406,US16485629,20180209,KR,"['Kim Dong Soo', 'Kang Hwa Yong', 'Park Min Young', 'Sung Woon Tahk', 'Yoon Young Kwon', 'Kim Moon Soo', 'Won Jong Hoon']","['Dong Soo', 'Hwa Yong', 'Min Young', 'Woon Tahk', 'Young Kwon', 'Moon Soo', 'Jong Hoon']","['KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR']","Method for recognizing object by using camera, and electronic device supporting same",14,[],[],3,4,7,0,0,0,2022,['KR20180093660A/en'],"[['김동수', '강화영', '박민영', '성운탁', '윤영권', '김문수', '원종훈']]"
96387,US10972691,B2,20210406,US16244763,20190110,KR,"['Yeo Dong Hee', 'Ryu Hyun Surk', 'Jung Hee Jae']","['Dong Hee', 'Hyun Surk', 'Hee Jae']","['KR', 'KR', 'KR']","Dynamic vision sensor, electronic device and data transfer method thereof",13,[],[],2,1,3,0,0,0,2022,"['KR20190133952A/en', 'CN110536050B/en']","[['여동희', '류현석', '정희재'], ['吕东熹', '柳贤锡', '丁喜宰']]"
96388,US10972692,B2,20210406,US16599787,20191011,KR,"['Seo Min-Woong', 'Lee Jaekyu']","['Min-Woong', 'Jaekyu']","['KR', 'KR']",Image sensor including digital pixel,18,[],[],0,2,2,0,0,0,2022,"['KR20200098802A/en', 'CN111556259A/en']","[['서민웅', '이재규'], ['徐珉雄', '李宰圭']]"
96389,US10972693,B2,20210406,US16727571,20191226,KR,"['Kim Jae Hong', 'Lim Seung Hyun', 'Cho Han Kook', 'Lee Dong Hun', 'Ham Seog Heon']","['Jae Hong', 'Seung Hyun', 'Han Kook', 'Dong Hun', 'Seog Heon']","['KR', 'KR', 'KR', 'KR', 'KR']",Image sensor for improving linearity of analog-to-digital converter and image processing system including the same,20,[],[],2,3,5,0,0,0,2022,"['KR20160121189A/en', 'CN106060431A/en', 'CN111277776B/en', 'CN109151347A/en']","[['김재홍', '임승현', '조한국', '이동훈', '함석헌'], ['金载宏', '林承贤', '赵韩鞠', '李东勋', '咸锡宪'], ['金载宏', '林承贤', '赵韩鞠', '李东勋', '咸锡宪'], ['金载宏', '林承贤', '赵韩鞠', '李东勋', '咸锡宪']]"
96395,US10972699,B2,20210406,US16367674,20190328,CN,['Liu Liang'],['Liang'],['CN'],Video communication device and method for video communication,15,[],[],1,0,1,0,0,0,2022,['CN110324559B/en'],[['刘亮']]
96396,US10972700,B2,20210406,US16787723,20200211,KR,"['Ahn Sangil', 'Lee Yongje']","['Sangil', 'Yongje']","['KR', 'KR']",Video call method and video call mediating apparatus,14,[],[],0,2,2,0,0,0,2022,['KR102051828B1/en'],"[['안상일', '이용제']]"
96399,US10972703,B2,20210406,US16257245,20190125,CN,"['Yu Lichun', 'Chen Zhiyong', 'Huang Hua']","['Lichun', 'Zhiyong', 'Hua']","['CN', 'CN', 'CN']","Method, device, and storage medium for processing webcam data",20,[],[],2,1,3,0,0,0,2022,['CN108306965B/en'],"[['余立春', '陈智勇', '黄华', '张骏峰']]"
96404,US10972708,B2,20210406,US16928976,20200714,KR,"['Shin Min Ho', 'Yoon Chan Young', 'Lim Ji Yun', 'Lee Youn A']","['Min Ho', 'Chan Young', 'Ji Yun', 'Youn A']","['KR', 'KR', 'KR', 'KR']",Method and apparatus for compensating for color separation of image in a laser projector-based holographic head-up 3 display,8,[],[],3,1,4,0,0,0,2022,"['KR20210009203A/en', 'CN112243115A/en']","[['신민호', '윤찬영', '임지윤', '이윤아'], ['辛旻虎', '尹赞永', '林志润', '李玧妸']]"
96405,US10972709,B2,20210406,US16720215,20191219,CN,"['Bao Xu', 'Lin Junfan', 'Dong Chao', 'Lin Juan', 'Wang Haoran', 'Dai Ligen', 'Zhao Furong', 'Huang Mingyang', 'Li Chuanjun', 'Lin Zhineng', 'Han Songfang', 'Liu Wenqi']","['Xu', 'Junfan', 'Chao', 'Juan', 'Haoran', 'Ligen', 'Furong', 'Mingyang', 'Chuanjun', 'Zhineng', 'Songfang', 'Wenqi']","['CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN']","Image processing method and apparatus, electronic device, and computer storage medium",18,['Ma Feng'],['Feng'],4,8,12,1,0,1,2022,"['CN108230331A/en', 'KR102225266B1/en']","[['鲍旭', '林俊凡', '董超', '林娟', '王昊然', '戴立根', '赵富荣', '黄明杨', '李传俊', '林智能', '韩松芳', '刘文奇'], ['주 바오', '준판 린', '차오 동', '주안 린', '하오란 왕', '리젠 다이', '푸롱 자오', '밍양 후앙', '추안준 리', '지넹 린', '송팡 한', '웬퀴 리우']]"
96408,US10972712,B2,20210406,US16201906,20181127,KR,['Park Ki Yeong'],['Ki Yeong'],['KR'],Image merging method using viewpoint transformation and system therefor,13,[],[],1,0,1,0,0,0,2022,['KR101997991B1/en'],[['박기영']]
96421,US10972725,B2,20210406,US17002741,20200825,US,"['Wang Biao', 'Esenlik Semih', 'Kotra Anand Meher', 'Gao Han', 'Chen Jianle', 'Zhao Zhijie']","['Biao', 'Semih', 'Anand Meher', 'Han', 'Jianle', 'Zhijie']","['CN', 'DE', 'DE', 'DE', 'US', 'DE']",Method and apparatus for intra prediction in video coding,20,[],[],5,1,6,0,0,0,2022,"['KR20220107089A/en', 'KR20210002663A/en', 'CN113612995B/en', 'CN112640467A/en']","[['뱌오 왕', '세미 에센리크', '아난드 메헤르 코트라', '한 가오', '젠러 첸', '즈제 자오'], ['뱌오 왕', '세미 에센리크', '아난드 메헤르 코트라', '한 가오', '젠러 첸', '즈제 자오'], ['王彪', '塞米赫·艾森力克', '阿南德·梅赫·科特拉', '高晗', '陈建乐', '赵志杰'], ['王彪', '塞米赫·艾森力克', '阿南德·梅赫·科特拉', '高晗', '陈建乐', '赵志杰']]"
96423,US10972727,B2,20210406,US16590305,20191001,KR,"['Sim Dong Gyu', 'Park Sea Nae']","['Dong Gyu', 'Sea Nae']","['KR', 'KR']",Method and an apparatus for processing a video signal based on inter-component reference,17,[],[],1,1,2,0,0,0,2022,"['KR101956756B1/en', 'CN112292863A/en']","[['심동규', '박시내'], ['沈东圭', '朴时奈']]"
96427,US10972731,B2,20210406,US15775114,20161110,US,"['Wang Miaohui', 'He Yuwen', 'Ye Yan', 'Xiu Xiaoyu']","['Miaohui', 'Yuwen', 'Yan', 'Xiaoyu']","['CN', 'US', 'US', 'US']",Systems and methods for coding in super-block based video coding framework,21,[],[],1,3,4,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
96432,US10972736,B2,20210406,US16882045,20200522,US,"['Lim Jae Hyun', 'Park Seung Wook', 'Kim Jung Sun', 'Jeon Yong Joon', 'Park Joon Young', 'Jeon Byeong Moon']","['Jae Hyun', 'Seung Wook', 'Jung Sun', 'Yong Joon', 'Joon Young', 'Byeong Moon']","['KR', 'KR', 'KR', 'KR', 'KR', 'KR']","Method for signaling image information, and method for decoding image information using same",11,[],[],5,1,6,0,0,0,2022,"['KR101872178B1/en', 'CN107801037B/en', 'KR102146117B1/en', 'KR20220028171A/en', 'KR101783824B1/en', 'CN107801035B/en', 'CN107801023B/en', 'KR101505755B1/en', 'KR102367972B1/en', 'KR101981711B1/en', 'CN107801036B/en', 'KR102257335B1/en', 'CN103229507B/en', 'KR101478959B1/en', 'KR102047507B1/en']","[['임재현', '박승욱', '김정선', '전용준', '박준영', '전병문'], ['林宰显', '朴胜煜', '金廷宣', '全勇俊', '朴俊永', '全柄文'], ['임재현', '박준영', '전병문', '박승욱', '전용준', '김정선'], ['임재현', '박준영', '전병문', '박승욱', '전용준', '김정선'], ['임재현', '박승욱', '김정선', '전용준', '박준영', '전병문'], ['林宰显', '朴胜煜', '金廷宣', '全勇俊', '朴俊永', '全柄文'], ['林宰显', '朴胜煜', '金廷宣', '全勇俊', '朴俊永', '全柄文'], ['임재현', '박승욱', '김정선', '전용준', '박준영', '전병문'], ['임재현', '박준영', '전병문', '박승욱', '전용준', '김정선'], ['임재현', '박승욱', '김정선', '전용준', '박준영', '전병문'], ['林宰显', '朴胜煜', '金廷宣', '全勇俊', '朴俊永', '全柄文'], ['임재현', '박준영', '전병문', '박승욱', '전용준', '김정선'], ['林宰显', '朴胜煜', '金廷宣', '全勇俊', '朴俊永', '全柄文'], ['임재현', '박승욱', '김정선', '전용준', '박준영', '전병문'], ['임재현', '박승욱', '김정선', '전용준', '박준영', '전병문']]"
