,publication_id,publication_kind,publication_date,application_id,application_date,country,inventor_name,inventor_firstname,inventor_country,invention_title,number_of_claims,attorney_name,attorney_firstname,inventor males,inventor females,inventor team size,attorney males,attorney females,attorney team size,Year,WorldWide Applications,Original Names
71982,US10950583,B2,20210316,US15754900,20160826,KR,"['Moon Sunghyun', 'Chang Younghak', 'Jeon Jina', 'Kim Seonhoo', 'Yee Youngjoo', 'Yuh Hwankuk']","['Sunghyun', 'Younghak', 'Jina', 'Seonhoo', 'Youngjoo', 'Hwankuk']","['KR', 'KR', 'KR', 'KR', 'KR', 'KR']",Transfer head and transfer system for semiconductor light-emitting device and method for transferring semiconductor light-emitting device,21,[],[],0,6,6,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
71985,US10950586,B2,20210316,US16437595,20190611,KR,['Cho Yun-Rae'],['Yun-Rae'],['KR'],Semiconductor devices having upper and lower solder portions and methods of fabricating the same,7,[],[],1,0,1,0,0,0,2022,['KR102420126B1/en'],[['조윤래']]
71986,US10950587,B2,20210316,US16662080,20191024,KR,"['Jeon Kee-Su', 'Seong Min-Jae']","['Kee-Su', 'Min-Jae']","['KR', 'KR']",Printed circuit board and package structure,22,[],[],1,1,2,0,0,0,2022,"['KR20200051215A/en', 'CN111148347A/en']","[['전기수', '성민재'], ['全起洙', '成旼宰']]"
71992,US10950592,B2,20210316,US16414773,20190516,CN,"['Ding Xiaoliang', 'Dong Xue', 'Wang Haisheng', 'Chen Xiaochuan', 'Deng Likai']","['Xiaoliang', 'Xue', 'Haisheng', 'Xiaochuan', 'Likai']","['CN', 'CN', 'CN', 'CN', 'CN']","Display panel and method of fabricating the same, display device",19,[],[],2,3,5,0,0,0,2022,['CN108922918B/en'],"[['丁小梁', '董学', '王海生', '陈小川', '邓立凯']]"
71997,US10950596,B2,20210316,US16150836,20181003,US,"['Zeng Xiang', 'Wu Xiaoli', 'Wang Hao', 'Neyer Thomas', 'Jang Hocheol', 'Song Sungkyu']","['Xiang', 'Xiaoli', 'Hao', 'Thomas', 'Hocheol', 'Sungkyu']","['CN', 'CN', 'CN', 'DE', 'KR', 'KR']",Diode with current sensor,20,[],[],3,3,6,0,0,0,2022,['CN111081785A/en'],"[['曾祥', '吴小利', '王颢', '托马斯·奈尔', '张浩铁', '宋星圭']]"
71998,US10950597,B2,20210316,US16566875,20190911,CN,"['Li Mingliang', 'Hu Xiaoming']","['Mingliang', 'Xiaoming']","['CN', 'CN']",Electrostatic protection circuit and a semiconductor structure,5,[],[],2,0,2,0,0,0,2022,['CN109545782A/en'],"[['李明亮', '胡晓明']]"
72002,US10950601,B2,20210316,US16383917,20190415,CN,['Chern Geeng-Chuan'],['Geeng-Chuan'],['CN'],Current source using emitter region as base region isolation structure,9,[],[],0,1,1,0,0,0,2022,['CN111430447A/en'],[['陈耿川']]
72003,US10950602,B2,20210316,US16401362,20190502,KR,"['Ahn Gyu-Hwan', 'Kim Sung-Soo', 'Na Chae-Ho', 'Roh Dong-Hyun', 'Hyun Sang-Jin']","['Gyu-Hwan', 'Sung-Soo', 'Chae-Ho', 'Dong-Hyun', 'Sang-Jin']","['KR', 'KR', 'KR', 'KR', 'KR']",Semiconductor devices,20,[],[],3,2,5,0,0,0,2022,['CN110931545A/en'],"[['安圭焕', '金成洙', '罗采昊', '卢东贤', '玄尚镇']]"
72005,US10950604,B2,20210316,US16908829,20200623,KR,"['Song Seung Hyun', 'Kim Yoon Suk', 'Chang Kyu Baik', 'Kwon Ui Hui', 'Kim Yo Han', 'Kim Jong Choi', 'Jeong Chang Wook']","['Seung Hyun', 'Yoon Suk', 'Kyu Baik', 'Ui Hui', 'Yo Han', 'Jong Choi', 'Chang Wook']","['KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR']",Semiconductor device,20,[],[],6,1,7,0,0,0,2022,"['KR102404973B1/en', 'CN106847876B/en']","[['송승현', '김윤석', '장규백', '권의희', '김요한', '김종철', '정창욱'], ['宋升炫', '金润硕', '张圭伯', '权义熙', '金曜澖', '金宗哲', '郑椙旭']]"
72009,US10950607,B2,20210316,US16257260,20190125,KR,"['Choo Seongmin', 'Kwon Hyukwoo', 'Kim Jangseop']","['Seongmin', 'Hyukwoo', 'Jangseop']","['KR', 'KR', 'KR']",Semiconductor memory device,20,[],[],0,3,3,0,0,0,2022,['Patent not found'],['Patent not found']
72010,US10950608,B2,20210316,US16398109,20190429,KR,"['Moon Jung-Min', 'Kim Tae-Kyun', 'Lee Seok-Hee']","['Jung-Min', 'Tae-Kyun', 'Seok-Hee']","['KR', 'KR', 'KR']",Semiconductor device having junctionless vertical gate transistor and method of manufacturing the same,19,[],[],3,0,3,0,0,0,2022,"['KR20130103942A/en', 'CN103311249B/en']","[['문정민', '김태균', '이석희'], ['文正敏', '金泰均', '李锡熙']]"
72015,US10950612,B2,20210316,US15981928,20180517,KR,"['Kim Sunggil', 'Lee Sangsoo', 'Kim Seulye', 'Kim Hongsuk', 'Noh Jintae', 'Choi Ji-Hoon', 'Ahn Jaeyoung', 'Lee Sanghoon']","['Sunggil', 'Sangsoo', 'Seulye', 'Hongsuk', 'Jintae', 'Ji-Hoon', 'Jaeyoung', 'Sanghoon']","['KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR']",Three dimensional semiconductor memory with residual memory layer,20,[],[],4,4,8,0,0,0,2022,"['KR20190029826A/en', 'CN109494227A/en']","[['김성길', '이상수', '김슬예', '김홍석', '노진태', '최지훈', '안재영', '이상훈'], ['金成吉', '李相受', '金智美', '金泓奭', '卢镇台', '崔至薰', '安宰永', '李商勋']]"
72016,US10950613,B2,20210316,US16678713,20191108,KR,['Lee Nam Jae'],['Nam Jae'],['KR'],Semiconductor device and a method of manufacturing a semiconductor device,16,[],[],1,0,1,0,0,0,2022,"['KR20210008448A/en', 'CN112201659A/en']","[['이남재'], ['李南宰']]"
72017,US10950614,B2,20210316,US16994959,20200817,KR,"['Kim Su Jin', 'Yoo Hye Jin']","['Su Jin', 'Hye Jin']","['KR', 'KR']","Single poly non-volatile memory device, method of manufacturing the same and single poly non-volatile memory device array",20,[],[],1,1,2,0,0,0,2022,['KR102143260B1/en'],"[['김수진', '유혜진']]"
72022,US10950619,B2,20210316,US16223894,20181218,KR,"['Jung Young-Jin', 'Cho Sunghan']","['Young-Jin', 'Sunghan']","['KR', 'KR']",Semiconductor memory device,25,[],[],1,1,2,0,0,0,2022,"['KR20190122431A/en', 'CN110391244A/en']","[['정영진', '조성한'], ['郑煐陈', '曹诚汉']]"
72023,US10950620,B2,20210316,US16242410,20190108,KR,"['Jung Kwang Young', 'Kim Dong Won']","['Kwang Young', 'Dong Won']","['KR', 'KR']",Vertical-type memory device,7,[],[],1,1,2,0,0,0,2022,"['KR20190122345A/en', 'CN110391245A/en']","[['정광영', '김동원'], ['郑光泳', '金东垣']]"
72026,US10950623,B2,20210316,US16365725,20190327,US,"['Song Yali', 'Xiao Li Hong', 'Wang Ming']","['Yali', 'Li Hong', 'Ming']","['CN', 'CN', 'CN']",3D NAND memory device and method of forming the same,11,[],[],2,1,3,0,0,0,2022,"['CN111276486B/en', 'CN109690776B/en', 'KR20210091271A/en']","[['宋雅丽', '肖莉红', '王明'], ['宋雅丽', '肖莉红', '王明'], ['야리 쑹', '리홍 샤오', '밍 왕']]"
72027,US10950624,B2,20210316,US16419204,20190522,KR,"['Baek Seok-Cheon', 'Noh Ji-Ye', 'Son Yoon-Hwan', 'Cheon Ji-Sung']","['Seok-Cheon', 'Ji-Ye', 'Yoon-Hwan', 'Ji-Sung']","['KR', 'KR', 'KR', 'KR']",Vertical memory devices,19,[],[],4,0,4,0,0,0,2022,"['KR20200070610A/en', 'CN111293124A/en']","[['백석천', '노지예', '손윤환', '천지성'], ['白石千', '鲁知艺', '孙仑焕', '千志成']]"
72028,US10950625,B2,20210316,US16442978,20190617,KR,['Jeong Yeo Jin'],['Yeo Jin'],['KR'],Semiconductor device and manufacturing method of the semiconductor device,19,[],[],0,1,1,0,0,0,2022,"['KR20200050577A/en', 'CN111146205A/en']","[['정여진'], ['郑如真']]"
72032,US10950628,B2,20210316,US16869581,20200507,KR,['Baek Seok Cheon'],['Seok Cheon'],['KR'],Vertical memory device and method of fabrication the same,20,[],[],1,0,1,0,0,0,2022,"['KR20200030760A/en', 'CN110896080A/en']","[['백석천'], ['白石千']]"
72036,US10950632,B2,20210316,US16388736,20190418,CN,['Huo Sitao'],['Sitao'],['CN'],"Array substrate, method for fabricating the same and display panel",10,[],[],0,1,1,0,0,0,2022,['CN109686768B/en'],[['霍思涛']]
72044,US10950639,B2,20210316,US16712039,20191212,KR,"['Yun Jung Bin', 'Shim Eun Sub', 'Lee Kyung Ho', 'Choi Sung Ho', 'Park Jung Hoon', 'Lim Jung Wook', 'Jung Min Ji']","['Jung Bin', 'Eun Sub', 'Kyung Ho', 'Sung Ho', 'Jung Hoon', 'Jung Wook', 'Min Ji']","['KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR']",Image sensors,19,[],[],6,1,7,0,0,0,2022,"['KR102406996B1/en', 'CN108695350A/en', 'CN111192888A/en']","[['윤정빈', '심은섭', '이경호', '최성호', '박정훈', '임정욱', '정민지'], ['尹浈斌', '沈殷燮', '李景镐', '崔成浩', '朴正勋', '林政昱', '郑闵至'], ['尹浈斌', '沈殷燮', '李景镐', '崔成浩', '朴正勋', '林政昱', '郑闵至']]"
72045,US10950640,B2,20210316,US16551114,20190826,KR,"['Jin Young Gu', 'Kwon Yong Hun', 'Kim Young Chan', 'Kim Sae Young', 'Seo Sung Young', 'Lim Moo Sup', 'Jung Tae Sub', 'Choi Sung Ho']","['Young Gu', 'Yong Hun', 'Young Chan', 'Sae Young', 'Sung Young', 'Moo Sup', 'Tae Sub', 'Sung Ho']","['KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR']",Image sensor,20,[],[],8,0,8,0,0,0,2022,"['KR20200108132A/en', 'CN111668245A/en']","[['진영구', '권용현', '김영찬', '김세영', '서성영', '임무섭', '정태섭', '최성호'], ['陈暎究', '权容铉', '金永灿', '金世英', '徐圣永', '林茂燮', '郑泰燮', '崔成浩']]"
72046,US10950641,B2,20210316,US16026224,20180703,KR,"['Jin Yong Wan', 'Lee Gae Hwang', 'Lim Seon-Jeong', 'Yun Sung Young', 'Lee Kwang Hee']","['Yong Wan', 'Gae Hwang', 'Seon-Jeong', 'Sung Young', 'Kwang Hee']","['KR', 'KR', 'KR', 'KR', 'KR']",Image sensor and electronic device including the same,10,[],[],4,1,5,0,0,0,2022,"['KR20170063075A/en', 'CN107039473B/en']","[['진용완', '이계황', '임선정', '윤성영', '이광희'], ['陈勇完', '李启滉', '林宣晶', '尹晟荣', '李光熙']]"
72047,US10950642,B2,20210316,US16219680,20181213,KR,['Lee Kyoung-In'],['Kyoung-In'],['KR'],Image sensor including partition patterns,13,[],[],1,0,1,0,0,0,2022,"['KR20190102381A/en', 'CN110197832A/en']","[['이경인'], ['李庚寅']]"
72054,US10950649,B2,20210316,US16394474,20190425,KR,"['Han Chang Hun', 'Yun Sang Won']","['Chang Hun', 'Sang Won']","['KR', 'KR']",Backside illuminated image sensor and method of manufacturing the same,9,[],[],2,0,2,0,0,0,2022,['KR20190124963A/en'],"[['한창훈', '윤상원']]"
72055,US10950650,B2,20210316,US16750608,20200123,KR,['Ihara Hisanori'],['Hisanori'],['KR'],Complementary metal-oxide-semiconductor image sensors,20,[],[],1,0,1,0,0,0,2022,['KR102366416B1/en'],[['히사노리 이하라']]
72059,US10950653,B2,20210316,US16236737,20181231,US,"['Lee Chung Hoon', 'Chae Jong Hyeon']","['Chung Hoon', 'Jong Hyeon']","['KR', 'KR']",Display device having light emitting stacked structure,20,[],[],2,0,2,0,0,0,2022,['Patent not found'],['Patent not found']
72073,US10950665,B2,20210316,US16423951,20190528,KR,"['Jang Jaeseung', 'Song Jaeil', 'Kim DongHyuk']","['Jaeseung', 'Jaeil', 'DongHyuk']","['KR', 'KR', 'KR']",Organic light emitting display device,14,[],[],0,3,3,0,0,0,2022,"['KR102273616B1/en', 'CN105679948B/en']","[['장재승', '송재일', '김동혁'], ['张在昇', '宋在�', '宋在一', '金铜赫']]"
72074,US10950666,B2,20210316,US16676610,20191107,CN,"['Zhou Lifang', 'Li Junfeng', 'Liu Mingxing', 'Wang Xuliang', 'Gao Feng']","['Lifang', 'Junfeng', 'Mingxing', 'Xuliang', 'Feng']","['CN', 'CN', 'CN', 'CN', 'CN']","Pixel structure, OLED display screen and evaporation mask",14,[],[],3,2,5,0,0,0,2022,['CN109427851B/en'],"[['周丽芳', '李俊峰', '刘明星', '王徐亮', '高峰']]"
72075,US10950667,B2,20210316,US16776355,20200129,KR,"['Joo Sun-kyu', 'Oh Keunchan', 'Kim Byung-Chul', 'Kim Inok', 'Seong Jaemin', 'Lee Gakseok', 'Jang Jieun', 'Song Inseok', 'Jang Chang-Soon']","['Sun-kyu', 'Keunchan', 'Byung-Chul', 'Inok', 'Jaemin', 'Gakseok', 'Jieun', 'Inseok', 'Chang-Soon']","['KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR']",Display panel and method of manufacturing the same,20,[],[],5,4,9,0,0,0,2022,"['KR20200111325A/en', 'CN111710693A/en']","[['주선규', '오근찬', '김병철', '김인옥', '성재민', '이각석', '장지은', '송인석', '장창순'], ['朱宣奎', '吴根灿', '金炳哲', '金仁玉', '成在民', '李角锡', '张智恩', '宋仁锡', '张昶顺']]"
72076,US10950668,B2,20210316,US15578731,20170524,CN,['Huang Wei'],['Wei'],['CN'],"Display substrate and manufacturing method thereof, and display apparatus",11,['Goldberg Joshua B.'],['Joshua B.'],1,0,1,1,0,1,2022,['CN105957878A/en'],[['黄维']]
72077,US10950669,B2,20210316,US16161070,20181016,KR,"['Lee Sang Wook', 'Kim Chang Ok', 'Ha Heon Sik']","['Sang Wook', 'Chang Ok', 'Heon Sik']","['KR', 'KR', 'KR']",Display device,18,[],[],2,1,3,0,0,0,2022,['KR102424442B1/en'],"[['이상욱', '김창옥', '하헌식']]"
72078,US10950670,B2,20210316,US16467985,20190214,CN,['Luo Yaju'],['Yaju'],['CN'],Display panel,18,[],[],0,1,1,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
72079,US10950671,B2,20210316,US16502316,20190703,CN,"['Zeng Ting', 'Chen Qicheng', 'Chen Hui', 'Fei Shichao', 'Li Yangjie', 'Dong Wanru']","['Ting', 'Qicheng', 'Hui', 'Shichao', 'Yangjie', 'Wanru']","['CN', 'CN', 'CN', 'CN', 'CN', 'CN']","Flexible touch panel, method for manufacturing the same and flexible touch device",18,[],[],1,5,6,0,0,0,2022,['CN109032402B/en'],"[['曾亭', '陈启程', '陈慧', '费诗超', '李扬杰', '董万如']]"
72080,US10950672,B2,20210316,US16130099,20180913,CN,"['Xie Chunyan', 'Li Jianwei', 'Chen Liqiang', 'Zhang Song']","['Chunyan', 'Jianwei', 'Liqiang', 'Song']","['CN', 'CN', 'CN', 'CN']","Flexible display device with hardened layer, display apparatus, and method for manufacturing the flexible display device",17,[],[],2,2,4,0,0,0,2022,['CN107768415A/en'],"[['谢春燕', '李建伟', '陈立强', '张嵩']]"
72081,US10950673,B2,20210316,US16217547,20181212,KR,"['Bae Chulmin', 'Kim Changok', 'Han Jihye']","['Chulmin', 'Changok', 'Jihye']","['KR', 'KR', 'KR']",Display device structure for reducing defects,11,[],[],0,3,3,0,0,0,2022,"['KR20190130705A/en', 'CN110491900A/en']","[['배철민', '김창옥', '한지혜'], ['裵哲敏', '金昌玉', '韩智慧']]"
72082,US10945637,B2,20210316,US15855504,20171227,KR,"['Kim Jin Hong', 'Sunwoo Myung Hoon', 'Lee Jung Won']","['Jin Hong', 'Myung Hoon', 'Jung Won']","['KR', 'KR', 'KR']",Image based jaundice diagnosing method and apparatus and image based jaundice diagnosis assisting apparatus,16,[],[],3,0,3,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
72083,US10950674,B2,20210316,US16476076,20190325,CN,"['Ouyang Qi', 'Kim Mugyeom', 'Zhao Yong']","['Qi', 'Mugyeom', 'Yong']","['CN', 'CN', 'CN']",Display panel,10,[],[],2,1,3,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
72084,US10950675,B2,20210316,US16385485,20190416,KR,"['Kim Dae Il', 'Lee Seung Ha', 'Lee Jung Hyun', 'Jung Jin Hyo', 'Kim Young Jin', 'Park Dong Hoon']","['Dae Il', 'Seung Ha', 'Jung Hyun', 'Jin Hyo', 'Young Jin', 'Dong Hoon']","['KR', 'KR', 'KR', 'KR', 'KR', 'KR']","Signal control unit for an organic light emitting diode display device, method of manufacturing the same, and organic light emitting diode display device including the same",15,[],[],5,1,6,0,0,0,2022,['KR20190121056A/en'],"[['김대일', '이승하', '이정현', '정진효', '김영진', '박동훈']]"
72085,US10950676,B2,20210316,US16325908,20180802,CN,['Cheng Hongfei'],['Hongfei'],['CN'],"Array substrate, display panel and display device",18,[],[],0,1,1,0,0,0,2022,"['CN207165572U/en', 'KR102192976B1/en']","[['程鸿飞'], ['훙페이 청']]"
72086,US10950677,B2,20210316,US16462546,20190111,CN,"['Yu Yun', 'Yang Weiwei']","['Yun', 'Weiwei']","['CN', 'CN']","Array substrate, manufacturing method thereof, and display panel",4,[],[],1,1,2,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
72087,US10950678,B2,20210316,US15199469,20160630,KR,"['Kim Eunhyun', 'Kim Taeyoung', 'Park Hyehyang', 'Yang Shinhyuk']","['Eunhyun', 'Taeyoung', 'Hyehyang', 'Shinhyuk']","['KR', 'KR', 'KR', 'KR']",Thin film transistor substrate and organic light-emitting display using the same,7,[],[],0,4,4,0,0,0,2022,['KR20170045428A/en'],"[['김은현', '김태영', '박혜향', '양신혁']]"
72089,US10950680,B2,20210316,US16453420,20190626,KR,"['Lim Dong-Hyeok', 'Jeong Song-Yi', 'Han Kyu-Il', 'Yoo Nam-Seok', 'Park Yu-Ri']","['Dong-Hyeok', 'Song-Yi', 'Kyu-Il', 'Nam-Seok', 'Yu-Ri']","['KR', 'KR', 'KR', 'KR', 'KR']",Light-emitting display device and method of manufacturing the same,20,[],[],3,2,5,0,0,0,2022,"['KR20200001415A/en', 'CN110649067B/en']","[['임동혁', '정송이', '한규일', '유남석', '박유리'], ['林东赫', 'S·Y·郑', '韩圭一', '柳男锡', '朴柔利']]"
72090,US10950681,B2,20210316,US16580042,20190924,KR,"['Son Dong Hyun', 'Moon Sung Hoon', 'Kim Sung Jun', 'Ebisuno Kohei', 'Kim Deok Hoi', 'Oh Sanghoon']","['Dong Hyun', 'Sung Hoon', 'Sung Jun', 'Kohei', 'Deok Hoi', 'Sanghoon']","['KR', 'KR', 'KR', 'KR', 'KR', 'KR']",Display apparatus and method of manufacturing the same,26,[],[],4,2,6,0,0,0,2022,"['KR20200037898A/en', 'CN110970470A/en']","[['손동현', '문성훈', '김성준', '에비스노코우헤이', '김덕회', '오상훈'], ['孙东铉', '文晟熏', '金成准', '戎野浩平', '金德会', '吴相训']]"
72092,US10950683,B2,20210316,US16417129,20190520,KR,"['Cho Youngjin', 'Kang Chulkyu', 'Kim Yongjae']","['Youngjin', 'Chulkyu', 'Yongjae']","['KR', 'KR', 'KR']",Organic light-emitting diode display and method of manufacturing the same,20,[],[],0,3,3,0,0,0,2022,['KR20170060213A/en'],"[['조영진', '강철규', '김용재']]"
72094,US10950684,B2,20210316,US16791633,20200214,KR,"['Park Jeongjin', 'Ryu Seungsoo', 'Kang Euijeong', 'Yoon Sanghyuck', 'Lee Taeho']","['Jeongjin', 'Seungsoo', 'Euijeong', 'Sanghyuck', 'Taeho']","['KR', 'KR', 'KR', 'KR', 'KR']",Display apparatus,20,[],[],0,5,5,0,0,0,2022,"['KR20210011561A/en', 'CN112289824A/en']","[['박정진', '류승수', '강의정', '윤상혁', '이태호'], ['朴廷镇', '柳承洙', '姜议正', '尹相赫', '李泰浩']]"
72111,US10950700,B2,20210316,US16189563,20181113,KR,['Choi Kang Sik'],['Kang Sik'],['KR'],Semiconductor device and manufacturing method of semiconductor device,28,[],[],1,0,1,0,0,0,2022,"['KR20190115754A/en', 'CN110349968A/en']","[['최강식'], ['崔康植']]"
72113,US10950704,B2,20210316,US16441644,20190614,KR,"['Shin Seung-Jun', 'Kim Si-Wan', 'Choi Bong-Hyun']","['Seung-Jun', 'Si-Wan', 'Bong-Hyun']","['KR', 'KR', 'KR']",Vertical memory devices,20,[],[],3,0,3,0,0,0,2022,"['KR20200076879A/en', 'CN111354740A/en']","[['신승준', '김시완', '최봉현'], ['辛承俊', '金是完', '崔凤贤']]"
72119,US10950709,B2,20210316,US16458412,20190701,KR,"['Yim Jeonghyuk', 'Kim Wandon', 'Kim Weonhong', 'Park Jongho', 'Baek Hyeonjun', 'Lee Byounghoon', 'Hyun Sangjin']","['Jeonghyuk', 'Wandon', 'Weonhong', 'Jongho', 'Hyeonjun', 'Byounghoon', 'Sangjin']","['KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR']",Semiconductor device,19,[],[],0,7,7,0,0,0,2022,['CN110690287A/en'],"[['任廷爀', '金完敦', '金元洪', '朴锺昊', '白贤俊', '李炳训', '玄尚镇']]"
72127,US10950716,B2,20210316,US16076276,20180710,CN,"['Lin Qinzun', 'Huang Guihua']","['Qinzun', 'Guihua']","['CN', 'CN']","Metal oxide TFT, manufacturing method thereof, and display device",6,['Lei Leong C.'],['Leong C.'],0,2,2,1,0,1,2022,['CN108711548B/en'],"[['林钦遵', '黄贵华']]"
72136,US10950724,B2,20210316,US16364303,20190326,KR,"['Heo Yeoncheol', 'Deepak Sharma', 'Chun Kwanyoung']","['Yeoncheol', 'Sharma', 'Kwanyoung']","['KR', 'KR', 'KR']",Method of fabricating a semiconductor device including vertical-type field effect transistors,18,[],[],1,2,3,0,0,0,2022,"['KR20180061562A/en', 'CN108122987A/en']","[['허연철', '샤르마 디팍', '천관영'], ['许然喆', '夏尔马·迪帕克', '千宽永']]"
72154,US10950741,B2,20210316,US16234694,20181228,KR,"['Jun Shin Ae', 'Jang Eun Joo', 'Kwon Soo Kyung', 'Kim Taek Hoon', 'Lee Won Joo']","['Shin Ae', 'Eun Joo', 'Soo Kyung', 'Taek Hoon', 'Won Joo']","['KR', 'KR', 'KR', 'KR', 'KR']","Semiconductor nanocrystal, and method of preparing the same",20,[],[],5,0,5,0,0,0,2022,['KR101537296B1/en'],"[['전신애', '장은주', '권수경', '김택훈', '이원주']]"
72155,US10950742,B2,20210316,US16343807,20171101,KR,"['Lee Doh Kwon', 'Kim In Ho', 'Yun Hee Sun', 'Lee Jang Mi']","['Doh Kwon', 'In Ho', 'Hee Sun', 'Jang Mi']","['KR', 'KR', 'KR', 'KR']",Method for preparing a compound-based film for use in a solar cell by photo-electrodeposition,8,[],[],3,1,4,0,0,0,2022,['KR102011041B1/en'],"[['이도권', '김인호', '윤희선', '이장미']]"
