publication_id,country,english_names,english_first_names,inventor_country,worldwide_application,original_names,year,english_gender,chinese_gender,chinese_gender_prob
US10178228,CN,Li Chao,Chao,CN,CN106504768B/en,李超,2019,andy,M,0.9007236964186305
US10178228,CN,Li Xiangang,Xiangang,CN,CN106504768B/en,李先刚,2019,unknown,M,0.9997257874069585
US10178228,CN,Sun Jue,Jue,CN,CN106504768B/en,孙珏,2019,andy,F,0.8484848484848485
US10178240,CN,Zhang Diankai,Diankai,CN,CN106332208A/en,张殿凯,2019,unknown,M,0.9906994711320946
US10178252,CN,Zou Mingshuang,Mingshuang,CN,CN104104878A/en,邹明双,2019,unknown,M,0.7407196937878622
US10178252,CN,Wei Yuxing,Yuxing,CN,CN104104878A/en,魏宇星,2019,unknown,M,0.936813420376426
US10178252,CN,Cui Xiaohui,Xiaohui,CN,CN104104878A/en,崔小辉,2019,unknown,M,0.8712840855603564
US10178252,CN,Miao Lei,Lei,CN,CN104104878A/en,苗雷,2019,andy,M,0.9700557103064067
US10178252,CN,Li Qiang,Qiang,CN,CN104104878A/en,里强,2019,andy,M,0.9988256478509356
US10178287,CN,Wei Yi,Yi,CN,CN104994263B/en,韦怡,2019,andy,F,0.8808107840222025
US10178326,CN,Li Xiaopeng,Xiaopeng,CN,CN106454149B/en,李小朋,2019,unknown,F,0.7002924215644645
US10178326,CN,Zhang Gong,Gong,CN,CN106454149B/en,张弓,2019,andy,M,0.8488372093023256
US10178369,CN,Yu Shuhuan,Shuhuan,CN,CN104539935B/en,于淑环,2019,unknown,F,0.9903833218193224
US10178369,CN,Cheng Peng,Peng,CN,CN104539935B/en,程鹏,2019,andy,M,0.9825391051291379
US10178379,CN,Wang Boxuan,Boxuan,CN,CN106325521B/en,王博譞,2019,unknown,M,0.7836128381086853
US10178379,CN,Han Lu,Lu,CN,CN106325521B/en,韩路,2019,andy,M,0.6943678613627413
US10178379,CN,Meng Lin,Lin,CN,CN106325521B/en,孟琳,2019,female,F,0.9482660278348163
US10178419,CN,Li Ligang,Ligang,CN,CN105323595B/en,李立纲,2019,unknown,M,0.9973600895025647
US10178427,CN,Huang Jiawen,Jiawen,CN,CN104581202B/en,黄嘉文,2019,unknown,M,0.7101223809493494
US10178430,CN,Wang Wei,Wei,CN,CN105898207B/en,王伟,2019,andy,M,0.8969536238964302
US10178430,CN,Lin Qiqian,Qiqian,CN,CN105898207B/en,林起芊,2019,unknown,F,0.6028832425751675
US10178430,CN,Wang Weichun,Weichun,CN,CN105898207B/en,汪渭春,2019,unknown,M,0.8697693500325657
US10178439,CN,Liu Yacheng,Yacheng,CN,CN105338394B/en,刘亚成,2019,unknown,M,0.8857665741482226
US10178454,CN,Guo Hengjiang,Hengjiang,CN,CN105472527B/en,郭衡江,2019,unknown,M,0.9924658228027435
US10178454,CN,Zhou Hongwei,Hongwei,CN,CN105472527B/en,周宏伟,2019,unknown,M,0.9801253567230092
US10178454,CN,Han Yucai,Yucai,CN,CN105472527B/en,韩玉才,2019,unknown,M,0.9287941981550443
US10178467,CN,Hou Jincai,Jincai,CN,CN204350291U/en,侯金彩,2019,unknown,F,0.9305836966437505
US10178467,CN,Zhong Mingjie,Mingjie,CN,CN204350291U/en,钟明杰,2019,unknown,M,0.9582599193696097
US10178477,CN,Wang Hairong,Hairong,CN,CN104754472A/en,王海荣,2019,unknown,M,0.8289773368097685
US10178477,CN,Shan Lianwen,Lianwen,CN,CN104754472A/en,单连文,2019,unknown,M,0.678911203747347
US10178477,CN,Yang Xinfeng,Xinfeng,CN,CN104754472A/en,杨鑫峰,2019,unknown,M,0.9904408844971666
US10178480,CN,Zhang Zhibing,Zhibing,CN,CN105072541B/en,张志兵,2019,unknown,M,0.9976646353571956
US10178480,CN,Chen Gang,Gang,CN,CN105072541B/en,陈钢,2019,andy,M,0.996776273372018
US10178481,CN,Shao Minghui,Minghui,CN,CN104202700B/en,邵明辉,2019,unknown,M,0.9726565820129115
US10178481,CN,Yang Jianbin,Jianbin,CN,CN104202700B/en,杨健斌,2019,unknown,M,0.9975733040140653
US10178491,US,Lang Yue,Yue,CN,CN106465032B/en,郎玥,2019,andy,F,0.8738867117919487
US10178498,CN,Zhang Jin,Jin,CN,CN107169398A/en,张金,2019,female,M,0.6634160158620969
US10178498,CN,Lin Wei,Wei,CN,CN107169398A/en,林巍,2019,andy,M,0.7705817782656421
US10178498,CN,Luo Lan,Lan,CN,CN107169398A/en,罗岚,2019,andy,F,0.9435906096943085
US10178498,CN,Li Zhi,Zhi,CN,CN107169398A/en,李志�,2019,andy,M,0.5379587314901115
US10178498,CN,Jiang Yun,Yun,CN,CN107169398A/en,蒋耘,2019,andy,M,0.49903846153846154
US10178548,CN,Zhai Zhengde,Zhengde,CN,CN105791516B/en,翟征德,2019,unknown,M,0.9935607177428987
US10178548,CN,Shen Yu,Yu,CN,CN105791516B/en,申宇,2019,andy,M,0.8430158324821245
US10178548,CN,Wei He,He,CN,CN105791516B/en,魏何,2019,andy,M,0.6745762711864406
US10178556,CN,Zhang Jianzhi,Jianzhi,CN,CN104270766B/en,张建智,2019,unknown,M,0.9563683367160638
US10178556,CN,Zhuang Hongcheng,Hongcheng,CN,CN104270766B/en,庄宏成,2019,unknown,M,0.9891690865931713
US10178563,US,Tang Binsong,Binsong,CN,CN104919858B/en,汤斌淞,2019,unknown,M,0.9989286445377086
US10178563,US,Zhang Hongzhuo,Hongzhuo,CN,CN104919858B/en,张宏卓,2019,unknown,M,0.9107530552836215
US10178563,US,Dai Mingzeng,Mingzeng,CN,CN104919858B/en,戴明增,2019,unknown,M,0.9844920999062009
US10178588,US,Lu Qianxi,Qianxi,CN,CN109257784A/en,卢前溪,2019,unknown,M,0.9229220408614642
US10178588,US,Miao Qingyu,Qingyu,CN,CN109257784A/en,缪庆育,2019,unknown,M,0.9114478132834689
US10178592,CN,Yang Li,Li,CN,CN105101290B/en,杨立,2019,andy,M,0.8250461664728814
US10178597,CN,Liu Hai,Hai,CN,CN107071824B/en,刘海,2019,andy,M,0.7311470164773636
US10178604,JP,Imamura Daichi,Daichi,CN,CN102725984B/en,今村大地,2019,male,M,0.9984040126460869
US10178605,US,Chen Xiaogang,Xiaogang,CN,CN103563319B/en,陈晓刚,2019,unknown,M,0.9979176429434856
US10178605,US,Zhu Yuan,Yuan,CN,CN103563319B/en,朱源,2019,andy,M,0.9114398833090227
US10178606,CN,Ding Yi,Yi,CN,CN105471478B/en,丁,2019,andy,M,0.5593406362595233
US10178606,CN,Hou Enxing,Enxing,CN,CN105471478B/en,丁一,2019,unknown,M,0.7580263157894737
US10178606,CN,Zhu Kanjie,Kanjie,CN,CN105471478B/en,侯恩星,2019,unknown,M,0.9450477932074843
US10178608,CN,Gao Yin,Yin,CN,CN104955127A/en,高音,2019,andy,F,0.8730512249443207
US10178608,CN,Yu Yuanfang,Yuanfang,CN,CN104955127A/en,余媛芳,2019,unknown,F,0.9999823871401929
US10178608,CN,Xie Feng,Feng,CN,CN104955127A/en,谢峰,2019,andy,M,0.9743643475831236
US10178610,CN,Chen Kang,Kang,CN,CN103901844A/en,陈康,2019,andy,M,0.9627311107875965
US10178613,US,Xu Jianhua,Jianhua,CN,CN105165071A/en,徐建华,2019,unknown,M,0.766578248382373
US10178613,US,Sun Rui,Rui,CN,CN105165071A/en,孙锐,2019,male,M,0.8980392156862745
US10178613,US,Chen Xiaochen,Xiaochen,CN,CN105165071A/en,陈晓晨,2019,unknown,F,0.50886174787257
US10178616,US,Zeng Erlin,Erlin,CN,CN105075340B/en,曾二林,2019,unknown,M,0.8962055184876386
US10178616,US,Wei Na,Na,CN,CN105075340B/en,魏娜,2019,andy,F,0.9995836802664445
US10178616,US,Hong Wei,Wei,CN,CN105075340B/en,洪伟,2019,andy,M,0.8969536238964302
US10178616,US,Wang Haiming,Haiming,CN,CN105075340B/en,王海明,2019,unknown,M,0.9047669550829714
US10178618,US,Pang Lingli,Lingli,CN,CN104756564B/en,庞伶俐,2019,unknown,F,0.9997654120447622
US10178618,US,Zheng Xiaoxiao,Xiaoxiao,CN,CN104756564B/en,郑潇潇,2019,unknown,F,0.9022793193917167
US10178630,JP,Imamura Daichi,Daichi,CN,CN103503523B/en,今村大地,2019,male,M,0.9984040126460869
US10178636,US,Zhang Jinfang,Jinfang,CN,CN106105103B/en,张锦芳,2019,unknown,F,0.9389538298033226
US10178636,US,Li Bojie,Bojie,CN,CN106105103B/en,李波杰,2019,unknown,M,0.9668447721930812
US10178647,WO,Cui Hengbin,Hengbin,CN,CN107836127B/en,崔恒彬,2019,unknown,M,0.9921052646087388
US10178647,WO,Sun Long,Long,CN,CN107836127B/en,孙龙,2019,mostly_male,M,0.9749782419495213
US10178647,WO,Ge Qi,Qi,CN,CN107836127B/en,葛琦,2019,andy,F,0.5865144488048519
US10178650,US,Li Jiachen,Jiachen,CN,CN106797626B/en,李家琛,2019,unknown,M,0.8690317182101013
US10178650,US,Zhou Wei,Wei,CN,CN106797626B/en,周伟,2019,andy,M,0.8969536238964302
US10178655,CN,Yang Weiwei,Weiwei,CN,CN104426639A/en,杨维维,2019,unknown,M,0.8737521089018757
US10178655,CN,Dai Bo,Bo,CN,CN104426639A/en,戴博,2019,male,M,0.8998158847057329
US10178655,CN,Xia Shuqiang,Shuqiang,CN,CN104426639A/en,夏树强,2019,unknown,M,0.9997439542429897
US10178655,CN,Li YuNgok,YuNgok,CN,CN104426639A/en,李儒岳,2019,unknown,M,0.9922754717303308
US10178655,CN,Zhao Yajun,Yajun,CN,CN104426639A/en,赵亚军,2019,unknown,M,0.890964726561336
US10178658,CN,Jiang Qi,Qi,CN,CN105338633A/en,蒋琦,2019,andy,F,0.5865144488048519
US10178658,CN,Liu Renmao,Renmao,CN,CN105338633A/en,刘仁茂,2019,unknown,M,0.9900758167929775
US10178658,CN,Shen Xingya,Xingya,CN,CN105338633A/en,沈兴亚,2019,unknown,M,0.8582169219582442
US10178669,CN,Du Zhenguo,Zhenguo,CN,CN107182121B/en,杜振国,2019,unknown,M,0.9912407540350611
US10178669,CN,Fang Ping,Ping,CN,CN107182121B/en,方平,2019,andy,M,0.7496350956860202
US10178676,US,Yang Anquan,Anquan,CN,CN104170303B/en,杨安全,2019,unknown,M,0.9891479252069589
US10178676,US,Xu Xunlin,Xunlin,CN,CN104170303B/en,胥勋林,2019,unknown,M,0.9977540006022879
US10178676,US,Yang Sha,Sha,CN,CN104170303B/en,杨莎,2019,andy,F,0.9983593109105824
US10178679,US,Wang Xiaoyi,Xiaoyi,CN,CN105766049A/en,X·王,2019,unknown,Undefined,0.9757801957598358
US10178702,US,Wang Xuelong,Xuelong,CN,CN110036665B/en,王学龙,2019,unknown,M,0.9921334765505236
US10178702,US,Xu Haibo,Haibo,CN,CN110036665B/en,徐海博,2019,unknown,M,0.9508418929068932
US10178706,US,Yang Yanmei,Yanmei,CN,CN106464666B/en,杨艳梅,2019,unknown,F,0.9996144737142726
US10178706,US,Ge Cuili,Cuili,CN,CN106464666B/en,葛翠丽,2019,unknown,F,0.9999728118096232
US10178706,US,Wu Yizhuang,Yizhuang,CN,CN106464666B/en,吴义壮,2019,unknown,M,0.9975603699242722
US10178728,CN,Li Wendong,Wendong,CN,CN106710533B/en,李文东,2019,unknown,M,0.9544393903078116
US10178765,CN,Fan Xiaoli,Xiaoli,CN,CN106557118A/en,范小利,2019,unknown,F,0.5207522695951127
US10178765,CN,Han Xiaoqin,Xiaoqin,CN,CN106557118A/en,韩小勤,2019,unknown,F,0.5810706113380344
US10178765,CN,Ma Lei,Lei,CN,CN106557118A/en,马雷,2019,andy,M,0.9700557103064067
US10178765,CN,Zuo Changlong,Changlong,CN,CN106557118A/en,左常龙,2019,unknown,M,0.9935673971143608
US10178771,CN,Mao Defeng,Defeng,CN,CN104602450A/en,毛德丰,2019,unknown,M,0.9925495853199123
US10178771,CN,Wu Yanbing,Yanbing,CN,CN104602450A/en,武延兵,2019,unknown,M,0.9977766369293817
US10178776,CN,Guo Tao,Tao,CN,CN105704931B/en,郭涛,2019,andy,M,0.9789707642332025
US10178776,CN,Ma Fengchao,Fengchao,CN,CN105704931B/en,马峰超,2019,unknown,M,0.984807958822005
US10178776,CN,Zhang Yuanwang,Yuanwang,CN,CN105704931B/en,张远望,2019,unknown,M,0.9814360602428492
US10178801,CN,Liu Lianjun,Lianjun,CN,CN104349638B/en,刘连军,2019,unknown,M,0.9349848447023563
US10178801,CN,Li Yao,Yao,CN,CN104349638B/en,李尧,2019,andy,M,0.9648437499999999
US10178812,US,Tang Yin,Yin,CN,CN105684565B/en,唐尹,2019,andy,F,0.7060041407867496
US10178812,US,Zhao Xifeng,Xifeng,CN,CN105684565B/en,赵喜峰,2019,unknown,M,0.9786897584003795
US10178812,US,Zhao Tao,Tao,CN,CN105684565B/en,赵涛,2019,andy,M,0.9789707642332025
US10178812,US,Guo Xiaokai,Xiaokai,CN,CN105684565B/en,郭晓凯,2019,unknown,M,0.8018168406444598
US10178812,US,Huang Yanxin,Yanxin,CN,CN105684565B/en,黄彦鑫,2019,unknown,M,0.8649334521013037
US10178817,US,Zhou Min,Min,CN,CN106664815B/en,周敏,2019,andy,F,0.6382878398910253
US10178817,US,Lin Huafeng,Huafeng,CN,CN106664815B/en,林华枫,2019,unknown,M,0.5467518215828115
US10178817,US,Liao Zhenxing,Zhenxing,CN,CN106664815B/en,廖振兴,2019,unknown,M,0.9933004919695022
US10172824,CN,Wang Zeren,Zeren,CN,CN104592184B/en,王泽人,2019,unknown,M,0.9862809478986327
US10172824,CN,Xu Jun,Jun,CN,CN104592184B/en,徐俊,2019,mostly_male,M,0.8162451129019388
US10172824,CN,Wang Minghui,Minghui,CN,CN104592184B/en,王明辉,2019,unknown,M,0.9726565820129115
US10172824,CN,Zhu Zhaoyun,Zhaoyun,CN,CN104592184B/en,朱兆云,2019,unknown,M,0.7788936923634222
US10172824,CN,Wang Jingkun,Jingkun,CN,CN104592184B/en,王京昆,2019,unknown,M,0.9446325679033434
US10172824,CN,Mei Shuangxi,Shuangxi,CN,CN104592184B/en,梅双喜,2019,unknown,M,0.6377595689881121
US10172824,CN,Sun Wenqiang,Wenqiang,CN,CN104592184B/en,孙文强,2019,unknown,M,0.9993882478434165
US10172824,CN,Cui Tao,Tao,CN,CN104592184B/en,崔涛,2019,andy,M,0.9789707642332025
US10172871,WO,Beresis Richard Thomas,Richard Thomas,CN,CN105339381B/en,R.T.贝雷西斯,2019,unknown,Undefined,0.9989745317824774
US10172932,CN,Chen Wei,Wei,CN,CN105483140B/en,陈薇,2019,andy,F,0.9969249692496923
US10172932,CN,Wu Shipo,Shipo,CN,CN105483140B/en,吴诗坡,2019,unknown,M,0.9855340326125469
US10172932,CN,Hou Lihua,Lihua,CN,CN105483140B/en,侯利华,2019,unknown,M,0.5137711602339389
US10172932,CN,Song Xiaohong,Xiaohong,CN,CN105483140B/en,宋小红,2019,unknown,F,0.8628556776464952
US10172932,CN,Zhang Jinlong,Jinlong,CN,CN105483140B/en,张金龙,2019,unknown,M,0.9793609794080395
US10172932,CN,Fu Ling,Ling,CN,CN105483140B/en,付玲,2019,andy,F,0.9985177342509264
US10172932,CN,Chen Wei,Wei,CN,CN105483140B/en,陈薇,2019,andy,F,0.9969249692496923
US10172932,CN,Wu Shipo,Shipo,CN,CN105483140B/en,吴诗坡,2019,unknown,M,0.9855340326125469
US10172932,CN,Hou Lihua,Lihua,CN,CN105483140B/en,侯利华,2019,unknown,M,0.5137711602339389
US10172932,CN,Song Xiaohong,Xiaohong,CN,CN105483140B/en,宋小红,2019,unknown,F,0.8628556776464952
US10172932,CN,Zhang Jinlong,Jinlong,CN,CN105483140B/en,张金龙,2019,unknown,M,0.9793609794080395
US10172932,CN,Fu Ling,Ling,CN,CN105483140B/en,付玲,2019,andy,F,0.9985177342509264
US10173057,CN,Dai Edward,Edward,CN,CN103861202B/en,戴晓兵,2019,male,M,0.982124192235892
US10173093,CN,Shi Qiang,Qiang,CN,CN104492027B/en,施强,2019,andy,M,0.9988256478509356
US10173135,CN,Mo Xichang,Xichang,CN,CN103886198B/en,莫锡昌,2019,unknown,M,0.9878727787120992
US10173135,CN,Huang Liang,Liang,CN,CN103886198B/en,黄亮,2019,andy,M,0.9936891054030115
US10173135,CN,Wang Chaofan,Chaofan,CN,CN103886198B/en,王超范,2019,unknown,M,0.9501710731133721
US10173135,CN,Zhang Zheng,Zheng,CN,CN103886198B/en,张正,2019,andy,M,0.8993323442136498
US10173142,US,Chen Dong Gou,Dong Gou,CN,CN106852127B/en,陈冬苟,2019,unknown,M,0.6488620984811118
US10173142,US,Cho Pui Lam,Pui Lam,CN,CN106852127B/en,曹沛霖,2019,unknown,M,0.8648347774632151
US10173142,US,Wong Wai Sing,Wai Sing,CN,CN106852127B/en,黄伟成,2019,unknown,M,0.989235878048013
US10173167,CN,Chen Guangjin,Guangjin,CN,CN105013292A/en,陈光进,2019,unknown,M,0.995030952803329
US10173167,CN,Liu Huang,Huang,CN,CN105013292A/en,刘煌,2019,andy,M,0.9877934272300469
US10173167,CN,Liu Bei,Bei,CN,CN105013292A/en,刘蓓,2019,andy,F,0.9966505396352809
US10173167,CN,Sun Changyu,Changyu,CN,CN105013292A/en,孙长宇,2019,unknown,M,0.9647470676094683
US10173188,CN,Cheung Shu Sang,Shu Sang,CN,CN105056822A/en,张树生,2019,unknown,M,0.9960507408561078
US10173188,CN,Pang To Yin,To Yin,CN,CN105056822A/en,彭道贤,2019,unknown,M,0.9695191483734461
US10173200,CN,Huang Xiaowei,Xiaowei,CN,CN105983403B/en,黄小卫,2019,unknown,M,0.7276366236141874
US10173200,CN,Wang Qi,Qi,CN,CN105983403B/en,王�琦,2019,andy,F,0.42731482163738194
US10173200,CN,Yue Mei,Mei,CN,CN105983403B/en,岳梅,2019,andy,F,0.9948348906041437
US10173200,CN,Zhong Qiang,Qiang,CN,CN105983403B/en,钟强,2019,andy,M,0.9988256478509356
US10173200,CN,Wang Lei,Lei,CN,CN105983403B/en,王磊,2019,andy,M,0.9695692883895131
US10173200,CN,Hou Yongke,Yongke,CN,CN105983403B/en,侯永可,2019,unknown,M,0.8530924452589808
US10173200,CN,Cui Meisheng,Meisheng,CN,CN105983403B/en,崔梅生,2019,unknown,F,0.7972497478784787
US10173228,CN,Lin Yi Long,Yi Long,CN,CN206897677U/en,林益龙,2019,andy,M,0.9925864199488771
US10173228,CN,Lan You Hui,You Hui,CN,CN206897677U/en,兰友慧,2019,andy,F,0.5955114306364191
US10173228,CN,Xiao Hai Huang,Hai Huang,CN,CN206897677U/en,萧海煌,2019,unknown,M,0.9930612686658911
US10173228,CN,Huang Hui,Hui,CN,CN206897677U/en,黄辉,2019,andy,M,0.9204757042465013
US10173228,CN,Li Qing Shuang,Qing Shuang,CN,CN206897677U/en,李清双,2019,unknown,M,0.4270268927221808
US10173235,CN,Lin Fengde,Fengde,CN,CN107350097A/en,林逢德,2019,unknown,M,0.9829139668669741
US10173235,CN,Wang Tianming,Tianming,CN,CN107350097A/en,王添明,2019,unknown,M,0.9817216730577719
US10173235,CN,Zhang Mingfu,Mingfu,CN,CN107350097A/en,张明富,2019,unknown,M,0.988012836716183
US10173241,CN,Li Zhiqiang,Zhiqiang,CN,CN104759396B/en,李志强,2019,unknown,M,0.9997698134922199
US10173241,CN,Yin Dongdong,Dongdong,CN,CN104759396B/en,尹冬冬,2019,unknown,F,0.6105890227595294
US10173241,CN,Cheng Xuepei,Xuepei,CN,CN104759396B/en,成学佩,2019,unknown,F,0.6321851848904991
US10173241,CN,Liu Zhi,Zhi,CN,CN104759396B/en,刘志,2019,andy,M,0.8712725010691653
US10173241,CN,Zhang Wei,Wei,CN,CN104759396B/en,张伟,2019,andy,M,0.8969536238964302
US10173251,CN,Li Zijian,Zijian,CN,CN104624568B/en,李子健,2019,unknown,M,0.9414048512541491
US10173256,CN,Lan Jian,Jian,CN,CN105108016B/en,兰箭,2019,andy,M,0.9596774193548389
US10173256,CN,Hua Lin,Lin,CN,CN105108016B/en,华林,2019,female,M,0.8309923610377723
US10173256,CN,Qian Dongsheng,Dongsheng,CN,CN105108016B/en,钱东升,2019,unknown,M,0.9986581806118511
US10173256,CN,Mao Huajie,Huajie,CN,CN105108016B/en,毛华杰,2019,unknown,M,0.8389088510662076
US10173256,CN,Feng Shaogui,Shaogui,CN,CN105108016B/en,冯绍贵,2019,unknown,M,0.9534265486119093
US10173332,CN,Zhu Haiyuan,Haiyuan,CN,CN107182827A/en,朱海元,2019,unknown,M,0.9235806161376648
US10173332,CN,Huang Xinggen,Xinggen,CN,CN107182827A/en,黄兴根,2019,unknown,M,0.9842089902119029
US10173399,CN,Zhang Xiong,Xiong,CN,CN105524465B/en,张�雄,2019,andy,M,0.9694415710486726
US10173399,CN,Bai Shouping,Shouping,CN,CN105524465B/en,白守萍,2019,unknown,F,0.9878054350960322
US10173399,CN,Zhang Qianrong,Qianrong,CN,CN105524465B/en,张谦荣,2019,unknown,M,0.9814297664973333
US10173399,CN,Zhou Wei,Wei,CN,CN105524465B/en,周维,2019,andy,M,0.7678420608108109
US10173399,CN,Gong Qing,Qing,CN,CN105524465B/en,宫清,2019,andy,M,0.601304347826087
US10173400,CN,Du Shuang,Shuang,CN,CN206489884U/en,杜双,2019,andy,F,0.4765528589058001
US10173400,CN,Wang Peihong,Peihong,CN,CN206489884U/en,王培红,2019,unknown,F,0.4118478394368849
US10173400,CN,Hou Xiaowei,Xiaowei,CN,CN206489884U/en,候晓伟,2019,unknown,M,0.7984378848738165
US10173543,CN,Yang Guangming,Guangming,CN,CN104253471B/en,杨广明,2019,unknown,M,0.9742437504004846
US10173543,CN,Hu Min,Min,CN,CN104253471B/en,胡敏,2019,andy,F,0.6382878398910253
US10173610,CN,Jin Xue Zhi,Xue Zhi,CN,CN107554377B/en,金学之,2019,andy,M,0.9230526096960402
US10173610,CN,Liu Jonas,Jonas,CN,CN107554377B/en,刘俊,2019,male,M,0.8162451129019388
US10173610,CN,Xu Wei,Wei,CN,CN107554377B/en,徐伟,2019,andy,M,0.8969536238964302
US10173620,CN,Tang Lainian,Lainian,CN,CN104843074B/en,唐来年,2019,unknown,M,0.9863067431345152
US10173620,CN,Ding Liyan,Liyan,CN,CN104843074B/en,丁立燕,2019,unknown,F,0.8208949088576948
US10173620,CN,Tan Changyu,Changyu,CN,CN104843074B/en,谭昌毓,2019,unknown,M,0.9183843175423774
US10173636,CN,Wang Tony,Tony,CN,CN106891850B/en,王涛,2019,male,M,0.9789707642332025
US10173636,CN,Ding Angel,Angel,CN,CN106891850B/en,丁雁,2019,male,F,0.7164034805027393
US10173636,CN,Yang Fiona,Fiona,CN,CN106891850B/en,杨晓,2019,female,F,0.5840838857927683
US10173636,CN,Li Tina,Tina,CN,CN106891850B/en,郦梦霞,2019,female,F,0.999873850147128
US10173721,US,Gong Shugang,Shugang,CN,CN106470887B/en,龚蜀刚,2019,unknown,M,0.9988364999158731
US10173755,CN,Lin Yan,Yan,CN,CN105151236B/en,林焰,2019,male,M,0.7449664429530201
US10173755,CN,Ye Chao,Chao,CN,CN105151236B/en,叶超,2019,andy,M,0.9007236964186305
US10173755,CN,Jiang Xiaoning,Xiaoning,CN,CN105151236B/en,于雁云,2019,unknown,F,0.661877518330737
US10173807,CN,Liang Xiayan,Xiayan,CN,CN109677750A/en,梁夏艳,2019,unknown,F,0.9823794999402592
US10173817,CN,Li Xiaoliang,Xiaoliang,CN,CN104807518B/en,李晓亮,2019,unknown,M,0.9854075296535458
US10173846,CN,Yang Shanguo,Shanguo,CN,CN104743326B/en,杨善国,2019,unknown,M,0.9765425563404898
US10173846,CN,Li Wei,Wei,CN,CN104743326B/en,李伟,2019,andy,M,0.8969536238964302
US10173846,CN,Jia Ning,Ning,CN,CN104743326B/en,贾宁,2019,andy,M,0.5745945945945946
US10173846,CN,Ben Qingwei,Qingwei,CN,CN104743326B/en,贲清伟,2019,unknown,M,0.8889268065038843
US10173846,CN,Xia Linjiang,Linjiang,CN,CN104743326B/en,夏林江,2019,unknown,M,0.9613816948426218
US10173861,US,Tang Xiaobin,Xiaobin,CN,CN105246807A/en,X.唐,2019,unknown,Undefined,0.690598854820476
US10173864,CN,Hu ZhaoXia,ZhaoXia,CN,CN107662871B/en,胡朝霞,2019,andy,F,0.9940568121352257
US10173864,CN,Fang Hui,Hui,CN,CN107662871B/en,方辉,2019,andy,M,0.9204757042465013
US10173864,CN,Jia Zhen,Zhen,CN,CN107662871B/en,贾真,2019,andy,F,0.7087003222341568
US10173864,CN,Zhao Jianwei,Jianwei,CN,CN107662871B/en,赵建伟,2019,unknown,M,0.9628641125349786
US10173864,CN,Li Qiang,Qiang,CN,CN107662871B/en,李蔷,2019,andy,F,0.9845360824742269
US10173864,CN,Su Anna,Anna,CN,CN107662871B/en,苏安娜,2019,female,F,0.9985308033843452
US10173965,CN,Liu Musong,Musong,CN,CN104803869A/en,刘幕松,2019,unknown,M,0.9164990017546689
US10173965,CN,Zhang Wenling,Wenling,CN,CN104803869A/en,张文灵,2019,unknown,F,0.569608616471704
US10173965,CN,Wang Peng,Peng,CN,CN104803869A/en,王鹏,2019,andy,M,0.9825391051291379
US10174010,CN,Sheng Xiaoxia,Xiaoxia,CN,CN105121434B/en,赵坤,2019,unknown,M,0.9085503627066238
US10174010,CN,Sheng Xiaohong,Xiaohong,CN,CN105121434B/en,宋小叶,2019,unknown,F,0.8776486670120482
US10174010,CN,Zhao Kun,Kun,CN,CN105121434B/en,盛晓霞,2019,andy,F,0.9988674475448582
US10174010,CN,Song Xiaoye,Xiaoye,CN,CN105121434B/en,盛晓红,2019,unknown,F,0.7839844979074267
US10174011,CN,Jiang Hualiang,Hualiang,CN,CN106132956B/en,蒋华良,2019,unknown,M,0.9237217939090456
US10174011,CN,Wang Zhen,Zhen,CN,CN106132956B/en,王震,2019,andy,M,0.9850746268656716
US10174011,CN,Li Jianfeng,Jianfeng,CN,CN106132956B/en,李剑峰,2019,unknown,M,0.9861587203677976
US10174011,CN,Zhang Rongxia,Rongxia,CN,CN106132956B/en,张容霞,2019,unknown,F,0.9999191023404705
US10174011,CN,He Yang,Yang,CN,CN106132956B/en,何洋,2019,andy,M,0.8555875760486711
US10174011,CN,Liu Yongjian,Yongjian,CN,CN106132956B/en,柳永建,2019,unknown,M,0.9543811607162602
US10174011,CN,Bi Minghao,Minghao,CN,CN106132956B/en,毕明浩,2019,unknown,M,0.9954812595014311
US10174011,CN,Liu Zheng,Zheng,CN,CN106132956B/en,刘正,2019,andy,M,0.8993323442136498
US10174011,CN,Tian Guanghui,Guanghui,CN,CN106132956B/en,田广辉,2019,unknown,M,0.9869616481431404
US10174011,CN,Chen Weiming,Weiming,CN,CN106132956B/en,陈伟铭,2019,unknown,M,0.9830033387971898
US10174011,CN,Yang Feipu,Feipu,CN,CN106132956B/en,杨飞瀑,2019,unknown,M,0.8378310882595597
US10174011,CN,Wu Chunhui,Chunhui,CN,CN106132956B/en,吴春晖,2019,unknown,M,0.6149555895500244
US10174011,CN,Wang Yu,Yu,CN,CN106132956B/en,王瑜,2019,andy,F,0.7490205116386265
US10174011,CN,Jiang Xiangrui,Xiangrui,CN,CN106132956B/en,蒋翔锐,2019,unknown,M,0.9963004465268688
US10174011,CN,Yin Jingjing,Jingjing,CN,CN106132956B/en,尹敬敬,2019,unknown,M,0.9155096292417645
US10174011,CN,Wang Guan,Guan,CN,CN106132956B/en,王贯,2019,andy,M,0.9798994974874371
US10174011,CN,Shen Jingshan,Jingshan,CN,CN106132956B/en,沈敬山,2019,unknown,M,0.99351253498059
US10174015,CN,Liu Zuguo,Zuguo,CN,CN107074788B/en,刘祖国,2019,unknown,M,0.9861431594802017
US10174015,CN,Qiu Yan,Yan,CN,CN107074788B/en,邱彦,2019,male,M,0.6746275197195443
