publication_id,country,english_names,english_first_names,inventor_country,worldwide_application,original_names,year,english_gender,chinese_gender,chinese_gender_prob
US09533259,US,Wang Shurong,Shurong,CN,CN104169004B/en,王树荣,2017,unknown,M,0.9239950516269017
US09533259,US,Cheng Lemin,Lemin,CN,CN104169004B/en,程乐鸣,2017,unknown,M,0.9081438981502946
US09533259,US,Wang Qinhui,Qinhui,CN,CN104169004B/en,王勤辉,2017,unknown,M,0.8480309378397508
US09533295,US,Doering Helke,Helke,CN,CN104379256B/en,H·德林,2017,mostly_female,Undefined,0.8429015144243043
US09533362,CN,Wu Mingting,Mingting,CN,CN103586532B/en,马国刚,2017,unknown,M,0.9998568588879266
US09533424,US,Winter Florina,Florina,CN,CN102099163B/en,F·温特,2017,female,F,0.5134231826058849
US09533424,US,Song Chunfang,Chunfang,CN,CN102099163B/en,宋春芳,2017,unknown,F,0.9630672177378046
US09533424,US,Fang Dong,Dong,CN,CN102099163B/en,方冬,2017,andy,F,0.586829753946807
US09533424,US,Wang RanMin,RanMin,CN,CN102099163B/en,汪然敏,2017,unknown,F,0.6677639517194132
US09533424,US,Xia Jing Jun,Jing Jun,CN,CN102099163B/en,夏晶俊,2017,andy,F,0.7901698137546908
US09533470,CN,Liu Hailong,Hailong,CN,CN104570506B/en,刘海龙,2017,unknown,M,0.9844342750601673
US09533470,CN,Gao Xuesong,Xuesong,CN,CN104570506B/en,高雪松,2017,unknown,M,0.673577311947957
US09533470,CN,Wang Hualong,Hualong,CN,CN104570506B/en,王华龙,2017,unknown,M,0.9641731874500555
US09533514,US,Li Jiaying,Jiaying,CN,CN104813214B/en,李家英,2017,unknown,F,0.5760306295472054
US09533514,US,Zhou Chaoming,Chaoming,CN,CN104813214B/en,周朝明,2017,unknown,M,0.9566227294213503
US09533514,US,Sun Bo,Bo,CN,CN104813214B/en,孙博,2017,male,M,0.8998158847057329
US09533514,US,Gao Yunfeng,Yunfeng,CN,CN104813214B/en,高云峰,2017,unknown,M,0.9169816714919949
US09533518,CN,Zhang Zhengmin,Zhengmin,CN,CN104070846B/en,张政民,2017,unknown,M,0.9995301404922852
US09533518,CN,Jiang Tianxin,Tianxin,CN,CN104070846B/en,姜天信,2017,unknown,M,0.9914805011288091
US09533518,CN,Xu Shanhua,Shanhua,CN,CN104070846B/en,徐善华,2017,unknown,M,0.8665050090893764
US09533518,CN,Zhang Jigang,Jigang,CN,CN104070846B/en,张继刚,2017,unknown,M,0.9997539595896588
US09533518,CN,Dong Shuxun,Shuxun,CN,CN104070846B/en,董述恂,2017,unknown,M,0.822056132563868
US09533552,CN,Bao Tao,Tao,CN,CN104623989A/en,鲍韬,2017,andy,M,0.979291553133515
US09533704,CN,Shi Xianxin,Xianxin,CN,CN102923188B/en,史先信,2017,unknown,M,0.989132884265194
US09533704,CN,Ding Honggang,Honggang,CN,CN102923188B/en,丁宏刚,2017,unknown,M,0.9998328347537179
US09533704,CN,Ye Haixiang,Haixiang,CN,CN102923188B/en,叶海翔,2017,unknown,M,0.9846142252775966
US09533704,CN,Fang Xin,Xin,CN,CN102923188B/en,方新,2017,andy,M,0.789679318043434
US09533704,CN,Zhang Fuyi,Fuyi,CN,CN102923188B/en,张付义,2017,unknown,M,0.986949058435426
US09533848,CN,Xu Qingbang,Qingbang,CN,CN103632432B/en,徐庆帮,2017,unknown,M,0.9744509195456659
US09533848,CN,Dong Shuxun,Shuxun,CN,CN103632432B/en,董述恂,2017,unknown,M,0.822056132563868
US09533848,CN,Chen Daxiang,Daxiang,CN,CN103632432B/en,陈大相,2017,unknown,M,0.9851523772441934
US09533848,CN,Wang Feng,Feng,CN,CN103632432B/en,王�锋,2017,andy,M,0.9464334223973323
US09533870,US,Zapp Achim Philipp,Achim Philipp,CN,CN102016316A/en,艾基姆·菲利普·扎普,2017,unknown,Undefined,0.5634061221042077
US09533958,US,Yin Haifeng,Haifeng,CN,CN107474034B/en,殷海峰,2017,unknown,M,0.9761497639078102
US09533965,CN,Yang Chunhao,Chunhao,CN,CN103242273B/en,杨春皓,2017,unknown,M,0.8955781480140538
US09533965,CN,Miao Zehong,Zehong,CN,CN103242273B/en,缪泽鸿,2017,unknown,M,0.9789580905621335
US09533965,CN,Ding Jian,Jian,CN,CN103242273B/en,丁健,2017,andy,M,0.9145353253988352
US09533965,CN,Wang Meng,Meng,CN,CN103242273B/en,王猛,2017,andy,M,0.9944903581267217
US09533965,CN,He Jinxue,Jinxue,CN,CN103242273B/en,贺金雪,2017,unknown,F,0.741904826238495
US09533965,CN,Tan Cun,Cun,CN,CN103242273B/en,谭村,2017,andy,M,0.8976545842217485
US09533965,CN,Chen Yi,Yi,CN,CN103242273B/en,陈奕,2017,andy,M,0.5360910031023784
US09533988,WO,Liao Lv,Lv,CN,CN105683188B/en,R·马,2017,unknown,Undefined,0.747984438112744
US09533988,WO,Xiong Jing,Jing,CN,CN105683188B/en,熊净,2017,andy,F,0.8887665198237885
US09533988,WO,Han Bo,Bo,CN,CN105683188B/en,赵祥麟,2017,male,M,0.9925919711966394
US09533988,WO,Wang Can,Can,CN,CN105683188B/en,韩波,2017,andy,M,0.9018246550956832
US09533988,WO,Zhao Xianglin,Xianglin,CN,CN105683188B/en,王灿,2017,unknown,M,0.8674736188702669
US09533992,WO,Wen Kate,Kate,CN,CN104093720B/en,K.文,2017,female,Undefined,0.9531229059423335
US09533992,WO,Wang Yazhou,Yazhou,CN,CN104093720B/en,Y.王,2017,unknown,Undefined,0.9757801957598358
US09534102,CN,Yang Quanquan,Quanquan,CN,CN103797548B/en,杨铨铨,2017,unknown,M,0.9993879472323385
US09534102,CN,Liu Zhengping,Zhengping,CN,CN103797548B/en,刘正平,2017,unknown,M,0.9352405093511214
US09534102,CN,Fang Yong,Yong,CN,CN103797548B/en,方勇,2017,mostly_male,M,0.9939121756487026
US09534102,CN,Liu Yutang,Yutang,CN,CN103797548B/en,刘玉堂,2017,unknown,M,0.965430364034226
US09534102,CN,Liu Lifeng,Lifeng,CN,CN103797548B/en,刘利锋,2017,unknown,M,0.9888979159347766
US09534102,CN,Wang Wei,Wei,CN,CN103797548B/en,王炜,2017,andy,M,0.8951075575861412
US09534102,CN,Gao Daohua,Daohua,CN,CN103797548B/en,高道华,2017,unknown,M,0.929732794913422
US09534102,CN,Gong Xuan,Xuan,CN,CN103797548B/en,龚炫,2017,andy,M,0.8395061728395062
US09534102,CN,Wang Jun,Jun,CN,CN103797548B/en,王军,2017,mostly_male,M,0.9476945244956773
US09534178,CN,Ma Shoutao,Shoutao,CN,CN103965953B/en,马守涛,2017,unknown,M,0.9958036564787558
US09534178,CN,Tian Ran,Ran,CN,CN103965953B/en,田然,2017,mostly_female,M,0.5373563218390804
US09534178,CN,Zhang Zhihua,Zhihua,CN,CN103965953B/en,张志华,2017,unknown,M,0.8299830562602567
US09534178,CN,Wang Gang,Gang,CN,CN103965953B/en,王刚,2017,andy,M,0.9990502035278155
US09534178,CN,Sun Famin,Famin,CN,CN103965953B/en,孙发民,2017,unknown,M,0.9992614205668583
US09534178,CN,Zhang Ruiqin,Ruiqin,CN,CN103965953B/en,张瑞芹,2017,unknown,F,0.9982151494329374
US09534178,CN,Yu Chunmei,Chunmei,CN,CN103965953B/en,于春梅,2017,unknown,F,0.994231893248692
US09534178,CN,Sun Shengbo,Shengbo,CN,CN103965953B/en,孙生波,2017,unknown,M,0.995597963667254
US09534178,CN,Feng Xiufang,Xiufang,CN,CN103965953B/en,冯秀芳,2017,unknown,F,0.9957854931782462
US09534178,CN,Li Fengxuan,Fengxuan,CN,CN103965953B/en,李凤铉,2017,unknown,M,0.5495633238295224
US09534178,CN,Zhu Jinling,Jinling,CN,CN103965953B/en,朱金玲,2017,unknown,F,0.9970781096853577
US09534205,US,Shi Yan,Yan,CN,CN102027105B/en,师岩,2017,male,M,0.7635876188155009
US09534245,US,Fan Shun Jie,Shun Jie,CN,CN101981207B/en,杨宏伟,2017,unknown,M,0.9801253567230092
US09534245,US,Jiang Jun Feng,Jun Feng,CN,CN101981207B/en,贺伯特·格里布,2017,andy,M,0.997804558125673
US09534245,US,Zhuo Yue,Yue,CN,CN101981207B/en,贝腾豪森·库特,2017,andy,M,0.999996033496294
US09534422,CN,Andersen Jesper Birk,Jesper Birk,CN,CN204920551U/en,J·B·安德森,2017,unknown,Undefined,0.978030589947962
US09534652,CN,Xu Wei-Gui,Wei-Gui,CN,CN204284286U/en,徐维贵,2017,andy,M,0.9266717542101914
US09534652,CN,Xing Qi,Qi,CN,CN204284286U/en,邢旗,2017,andy,M,0.9608247422680413
US09534652,CN,Li Jun,Jun,CN,CN204284286U/en,李俊,2017,mostly_male,M,0.8162451129019388
US09534656,CN,Xu Luwen,Luwen,CN,CN103047336B/en,徐禄文,2017,unknown,M,0.9909827617702068
US09534656,CN,He Guojun,Guojun,CN,CN103047336B/en,何国军,2017,unknown,M,0.9911717528764245
US09534656,CN,Gao Fangqing,Fangqing,CN,CN103047336B/en,高芳清,2017,unknown,F,0.9349183786887658
US09534656,CN,Hu Xiaorui,Xiaorui,CN,CN103047336B/en,范晨光,2017,unknown,M,0.9297991147642298
US09534656,CN,Zou Anxin,Anxin,CN,CN103047336B/en,孙春平,2017,unknown,M,0.6407830400195648
US09534693,CN,Qian Zuocheng,Zuocheng,CN,CN102979925B/en,不公告发明人,2017,unknown,M,0.9997929359384531
US09534724,CN,Jiang Yong,Yong,CN,CN105274498B/en,姜勇,2017,mostly_male,M,0.9939121756487026
US09534724,CN,Zhou Ning,Ning,CN,CN105274498B/en,周宁,2017,andy,M,0.5745945945945946
US09534724,CN,Ho Henry,Henry,CN,CN105274498B/en,何乃明,2017,male,M,0.9383773770420717
US09534802,CN,Zhong Bodong,Bodong,CN,CN102853498B/en,钟柏东,2017,unknown,M,0.9924125389543094
US09534802,CN,Long Min,Min,CN,CN102853498B/en,龙敏,2017,andy,F,0.6382878398910253
US09534802,CN,Hong Jiahan,Jiahan,CN,CN102853498B/en,洪嘉汉,2017,unknown,M,0.9312252716306557
US09534802,CN,Zhen Shi,Shi,CN,CN102853498B/en,甄实,2017,andy,M,0.820078226857888
US09534963,CN,Liu Wenzhong,Wenzhong,CN,CN104644138B/en,刘文中,2017,unknown,M,0.9687811422351948
US09534963,CN,Zhong Jing,Jing,CN,CN104644138B/en,钟景,2017,andy,M,0.7866950757575758
US09534963,CN,Jiang Ling,Ling,CN,CN104644138B/en,蒋玲,2017,andy,F,0.9985177342509264
US09534963,CN,Yang Ming,Ming,CN,CN104644138B/en,杨明,2017,andy,M,0.84700546234881
US09534963,CN,Zhang Pu,Pu,CN,CN104644138B/en,周铭,2017,andy,M,0.8961950231481483
US09534979,CN,Duan Ning,Ning,CN,CN103822097B/en,严骏驰,2017,andy,M,0.9986684541639338
US09534979,CN,Huang Jin,Jin,CN,CN103822097B/en,李峻荣,2017,female,M,0.9869495371297484
US09534979,CN,Tian Chunhua,Chunhua,CN,CN103822097B/en,王瑜,2017,unknown,F,0.7490205116386265
US09534979,CN,Yan Junchi,Junchi,CN,CN103822097B/en,黄瑾,2017,unknown,F,0.9332321699544764
US09534979,CN,Wang Yu,Yu,CN,CN103822097B/en,段宁,2017,andy,M,0.5745945945945946
US09535054,CN,Yuan Chunhua,Chunhua,CN,CN102768206A/en,袁春华,2017,unknown,M,0.48515867429225146
US09535054,CN,Xia Qinghai,Qinghai,CN,CN102768206A/en,夏青海,2017,unknown,M,0.5455106928905881
US09535054,CN,Wan John,John,CN,CN102768206A/en,万志强,2017,male,M,0.9997698134922199
US09535120,CN,Ren Jianguo,Jianguo,CN,CN104950241B/en,任建国,2017,unknown,M,0.9690109723763073
US09535120,CN,Dai Chong,Chong,CN,CN104950241B/en,戴冲,2017,andy,M,0.9672686230248307
US09535120,CN,Gao Fengguo,Fengguo,CN,CN104950241B/en,高峰国,2017,unknown,M,0.9945362996306547
US09535196,CN,Yang Xiaofei,Xiaofei,CN,CN103941466A/en,杨小飞,2017,unknown,M,0.7289201069623691
US09535196,CN,Fan Haoyuan,Haoyuan,CN,CN103941466A/en,樊浩原,2017,unknown,M,0.9970812428639187
US09535196,CN,Mo Zailong,Zailong,CN,CN103941466A/en,莫再隆,2017,unknown,M,0.9961160199936279
US09535196,CN,Shi Tianlei,Tianlei,CN,CN103941466A/en,石天雷,2017,unknown,M,0.9922967188767312
US09535196,CN,Park Seungyik,Seungyik,CN,CN103941466A/en,朴承翊,2017,unknown,M,0.9343741322520924
US09535203,CN,Jia Lili,Lili,CN,CN103982821B/en,贾丽丽,2017,female,F,0.9999399296726318
US09535203,CN,Sun Wenjia,Wenjia,CN,CN103982821B/en,孙文佳,2017,unknown,F,0.47366746109012026
US09535203,CN,Chen Xiuyun,Xiuyun,CN,CN103982821B/en,陈秀云,2017,unknown,F,0.8854328851705001
US09535203,CN,Ma Qing,Qing,CN,CN103982821B/en,马青,2017,andy,F,0.5532654006484484
US09535203,CN,Yoon Daekeun,Daekeun,CN,CN103982821B/en,尹大根,2017,unknown,M,0.9825968766784144
US09535209,CN,Li Wenjun,Wenjun,CN,CN204437877U/en,李文军,2017,unknown,M,0.965407588630183
US09535220,CN,Huang Xuesong,Xuesong,CN,CN104614822A/en,黄雪松,2017,unknown,M,0.673577311947957
US09535220,CN,Bie Hui,Hui,CN,CN104614822A/en,别辉,2017,andy,M,0.9204757042465013
US09535220,CN,Yang Bo,Bo,CN,CN104614822A/en,杨波,2017,male,M,0.9018246550956832
US09535220,CN,Guo Yali,Yali,CN,CN104614822A/en,郭亚莉,2017,unknown,F,0.9993233674573702
US09535236,CN,Dong Chuanbo,Chuanbo,CN,CN104808320B/en,董佳博,2017,unknown,M,0.7552652327355703
US09535236,CN,Lin Hai,Hai,CN,CN104808320B/en,林海,2017,andy,M,0.7311470164773636
US09535265,FR,Gardaz Francois,Francois,CN,CN104335105B/en,弗朗索瓦·古尔达兹,2017,unknown,M,0.9977736066370348
US09535275,CN,Xu Xiangyang,Xiangyang,CN,CN103744206B/en,徐向阳,2017,unknown,M,0.9033045334491648
US09535276,CN,Li Dong,Dong,CN,CN103412430B/en,李冬,2017,andy,F,0.586829753946807
US09535281,CN,Wu Jun,Jun,CN,CN104020594B/en,吴俊�,2017,mostly_male,M,0.5454906807497145
US09535281,CN,Zhan Hongming,Hongming,CN,CN104020594B/en,占红明,2017,unknown,M,0.5702671735658934
US09535281,CN,Tian Chao,Chao,CN,CN104020594B/en,田超,2017,andy,M,0.9007236964186305
US09535285,CN,Zhang Xiao,Xiao,CN,CN103994366B/en,张晓�,2017,andy,Undefined,0.4761239019676487
US09535285,CN,He Jianmin,Jianmin,CN,CN103994366B/en,何建民,2017,unknown,M,0.9915055301136371
US09535287,CN,Hai Bo,Bo,CN,CN104298004A/en,海博,2017,male,M,0.8998158847057329
US09535287,CN,Kang Chih-tsung,Chih-tsung,CN,CN104298004A/en,康志聪,2017,unknown,M,0.8642766665838071
US09535288,CN,Chen Liqiang,Liqiang,CN,CN104062801B/en,陈立强,2017,unknown,M,0.999672393304894
US09535288,CN,Gao Tao,Tao,CN,CN104062801B/en,高涛,2017,andy,M,0.9789707642332025
US09535288,CN,Tan Jifeng,Jifeng,CN,CN104062801B/en,谭纪风,2017,unknown,M,0.7442792010337361
US09535292,CN,Dong Tingze,Tingze,CN,CN103809331B/en,董廷泽,2017,unknown,M,0.9810752376177666
US09535292,CN,Huang Dongsheng,Dongsheng,CN,CN103809331B/en,黄东升,2017,unknown,M,0.9986581806118511
US09535292,CN,Chen Bingyu,Bingyu,CN,CN103809331B/en,陈柄宇,2017,unknown,M,0.9911604911077638
US09535292,CN,Zhang Qian,Qian,CN,CN103809331B/en,张千,2017,andy,M,0.6164677073767982
US09535292,CN,Liu Ying,Ying,CN,CN103809331B/en,刘�英,2017,andy,F,0.6582937612718504
US09535294,CN,Lou Junhui,Junhui,CN,CN108535907B/en,楼均辉,2017,unknown,M,0.9898929784763645
US09535294,CN,Wu Yong,Yong,CN,CN108535907B/en,吴勇,2017,mostly_male,M,0.9939121756487026
US09535297,CN,Zheng Hua,Hua,CN,CN104166283B/en,郑华,2017,andy,M,0.6056708097239992
US09535299,CN,Du Peng,Peng,CN,CN104062786B/en,杜鹏,2017,andy,M,0.9825391051291379
US09535303,CN,Zhao Weili,Weili,CN,CN103792742A/en,赵伟利,2017,unknown,M,0.8908917919341736
US09535453,CN,Dong Shujie,Shujie,CN,CN105722361A/en,董术杰,2017,unknown,M,0.8803529987576776
US09535468,CN,Yu Xiong-Jie,Xiong-Jie,CN,CN104182003B/en,俞雄杰,2017,unknown,M,0.998268958624497
US09535469,CN,Zhang Guang-Yi,Guang-Yi,CN,CN104955286A/en,张广艺,2017,andy,M,0.7709054311207504
US09535469,CN,Jiang Tie-Shan,Tie-Shan,CN,CN104955286A/en,江铁珊,2017,unknown,F,0.9473190742953593
US09535493,US,Guo Yongguang,Yongguang,CN,CN107256094A/en,郭永光,2017,unknown,M,0.9829558168803006
US09535493,US,Ge Shiming,Shiming,CN,CN107256094A/en,葛仕明,2017,unknown,M,0.9623647658662208
US09535521,CN,Chang Chih-Peng,Chih-Peng,CN,CN104656984B/en,曾德仁,2017,unknown,M,0.9898301579296673
US09535521,CN,Tseng Te-Jen,Te-Jen,CN,CN104656984B/en,张志鹏,2017,unknown,M,0.9962545786984635
US09535521,CN,Chiang Ying-Chieh,Ying-Chieh,CN,CN104656984B/en,林子祥,2017,unknown,M,0.9699873996235494
US09535521,CN,Lin Tzu-Hsiang,Tzu-Hsiang,CN,CN104656984B/en,江英杰,2017,unknown,F,0.4881173544811007
US09535531,CN,Tan Wen,Wen,CN,CN103354080B/en,谭文,2017,andy,M,0.7144602510460251
US09535531,CN,Qi Xiaojing,Xiaojing,CN,CN103354080B/en,祁小敬,2017,unknown,M,0.6593258568978313
US09535531,CN,Zhou Quanguo,Quanguo,CN,CN103354080B/en,周全国,2017,unknown,M,0.9939511900123362
US09535534,CN,Ke Haibin,Haibin,CN,CN104049787B/en,柯海滨,2017,unknown,M,0.9712189621108752
US09535553,CN,Huang Yanni,Yanni,CN,CN105095131B/en,黄燕妮,2017,unknown,F,0.9999053679699156
US09535553,CN,Xu Lin,Lin,CN,CN105095131B/en,徐琳,2017,female,F,0.9482660278348163
US09535558,CN,Lu Feng,Feng,CN,CN104298411B/en,卢峰,2017,andy,M,0.9743643475831236
US09535558,CN,Yao Qijun,Qijun,CN,CN104298411B/en,姚绮君,2017,unknown,F,0.9934111682897547
US09535558,CN,Zhang Xianxiang,Xianxiang,CN,CN104298411B/en,张献祥,2017,unknown,M,0.9901333135903803
US09535566,US,Lu Jun,Jun,CN,CN104471525B/en,J.卢,2017,mostly_male,Undefined,0.981221901176162
US09535566,US,Yang Yipeng,Yipeng,CN,CN104471525B/en,Y.杨,2017,unknown,Undefined,0.9769330514850415
US09535566,US,Wang Edwin L.,Edwin L.,CN,CN104471525B/en,E.L.王,2017,unknown,Undefined,0.9999485149137972
US09535576,US,Lan Fang,Fang,CN,CN103415835B/en,蓝方,2017,andy,M,0.727991127131568
US09535576,US,Wu Gang,Gang,CN,CN103415835B/en,吴钢,2017,andy,M,0.996776273372018
US09535576,US,Xu Jie,Jie,CN,CN103415835B/en,徐杰,2017,andy,M,0.8728694691205849
US09535588,CN,Zhang Shengge,Shengge,CN,CN103294374A/en,张胜阁,2017,unknown,M,0.8155178843366928
US09535588,CN,Wang Lina,Lina,CN,CN103294374A/en,王利娜,2017,female,F,0.9989935147376093
US09535588,CN,Zhu Yong,Yong,CN,CN103294374A/en,祝勇,2017,mostly_male,M,0.9939121756487026
US09535591,CN,Huang Cheng,Cheng,CN,CN104063120B/en,刘宇,2017,andy,M,0.8430158324821245
US09535591,CN,Liu Yu,Yu,CN,CN104063120B/en,黄成�,2017,andy,M,0.7554233372513427
US09535591,CN,Qian Yin,Yin,CN,CN104063120B/en,钱茵,2017,andy,F,0.993943472409152
US09535591,CN,Zhou Yi Yan,Yi Yan,CN,CN104063120B/en,周益琰,2017,andy,M,0.5848657689023145
US09535631,CN,Fu Xiaofei,Xiaofei,CN,CN104423889B/en,张耀东,2017,unknown,M,0.9957432975909324
US09535631,CN,Hu Jiale,Jiale,CN,CN104423889B/en,付晓飞,2017,unknown,M,0.6354059248039967
US09535631,CN,Shi Peng,Peng,CN,CN104423889B/en,胡家乐,2017,andy,M,0.9250454175328939
US09535631,CN,Yu Zhihua,Zhihua,CN,CN104423889B/en,石鹏,2017,unknown,M,0.9825391051291379
US09535631,CN,Zhang Yaodong,Yaodong,CN,CN104423889B/en,余志华,2017,unknown,M,0.8299830562602567
US09535655,CN,Zhang Lei,Lei,CN,CN104955285B/en,张磊,2017,andy,M,0.9695692883895131
US09535668,CN,Tu Qiang,Qiang,CN,CN103197951B/en,涂强,2017,andy,M,0.9988256478509356
US09535668,CN,Zhou Wei,Wei,CN,CN103197951B/en,周蔚,2017,andy,F,0.7252162341982702
US09535668,CN,Zeng Wei-Yi,Wei-Yi,CN,CN103197951B/en,曾维亿,2017,andy,M,0.9273492467815787
US09535733,US,Rui Kevin,Kevin,CN,CN101946466B/en,K·睿,2017,male,Undefined,0.9131545857037195
US09535733,US,Zhang Wenjie,Wenjie,CN,CN101946466B/en,W·张,2017,unknown,Undefined,0.8865283636574219
US09535733,US,Ding Johnathan,Johnathan,CN,CN101946466B/en,J·丁,2017,male,Undefined,0.9669880826691983
US09535733,US,Tang Alvin,Alvin,CN,CN101946466B/en,A·唐,2017,male,Undefined,0.690598854820476
US09535747,CN,Gou Junwei,Junwei,CN,CN103118188B/en,勾军委,2017,unknown,M,0.9604526452297728
US09535747,CN,Li Wei,Wei,CN,CN103118188B/en,李伟,2017,andy,M,0.8969536238964302
US09535747,CN,Yang Shizheng,Shizheng,CN,CN103118188B/en,杨师正,2017,unknown,M,0.9772654570974307
US09535781,CN,Xie Fei,Fei,CN,CN103309768B/en,谢飞,2017,andy,M,0.8016210470369386
US09535781,CN,Ma Jinsong,Jinsong,CN,CN103309768B/en,马劲松,2017,unknown,M,0.9971440506598536
US09535782,US,Chen Yingwen,Yingwen,CN,CN106463179B/en,陈英文,2017,unknown,F,0.7154377696758479
US09535793,CN,Zhou Zhihao,Zhihao,CN,CN103914474B/en,周智昊,2017,unknown,M,0.995324075314941
US09535793,CN,Tian Ming,Ming,CN,CN103914474B/en,田明,2017,andy,M,0.84700546234881
US09535793,CN,Liu Li,Li,CN,CN103914474B/en,刘里,2017,andy,M,0.9239263803680982
US09535796,CN,Tang Liang,Liang,CN,CN102207907B/en,汤良,2017,andy,M,0.9496165507401463
US09535796,CN,Guo Changsheng,Changsheng,CN,CN102207907B/en,郭昌盛,2017,unknown,M,0.9955868342842882
US09535796,CN,Liu Chunmei,Chunmei,CN,CN102207907B/en,刘春梅,2017,unknown,F,0.994231893248692
US09535796,CN,Guo Yizun,Yizun,CN,CN102207907B/en,郭轶尊,2017,unknown,M,0.9506615676327003
US09535867,US,Su Dexian,Dexian,CN,CN103098428B/en,苏德现,2017,unknown,M,0.9839694336428632
US09535867,US,Yao Yimin,Yimin,CN,CN103098428B/en,姚益民,2017,unknown,M,0.9943226016721386
US09535867,US,Wang Jing,Jing,CN,CN103098428B/en,王晶,2017,andy,F,0.9293165467625899
