publication_id,country,english_names,english_first_names,inventor_country,worldwide_application,original_names,year
US10545555,KR,Han Yun-Hui,Yun-Hui,KR,KR20170030338A/en,한윤희,2020
US10545555,KR,Kim Min-Su,Min-Su,KR,KR20170030338A/en,김민수,2020
US10545555,KR,Park Chul-Woo,Chul-Woo,KR,KR20170030338A/en,박철우,2020
US10545555,KR,Choi Seung-Chul,Seung-Chul,KR,KR20170030338A/en,최승철,2020
US10545562,KR,Jang Kyoungdon,Kyoungdon,KR,KR20180004956A/en,장경돈,2020
US10545562,KR,Kim Dohyoung,Dohyoung,KR,KR20180004956A/en,김도형,2020
US10545562,KR,Park Hyunjin,Hyunjin,KR,KR20180004956A/en,박현진,2020
US10545571,KR,Im Soungmin,Soungmin,KR,KR101700767B1/en,임성민,2020
US10545571,KR,Cho Taehoon,Taehoon,KR,KR101700767B1/en,조태훈,2020
US10545585,KR,Park Daehyeong,Daehyeong,KR,KR102410713B1/en,박대형,2020
US10545585,KR,Choi Jong-Min,Jong-Min,KR,KR102410713B1/en,최종민,2020
US10545605,KR,Kim Jin-Man,Jin-Man,KR,KR20180012482A/en,김진만,2020
US10545605,KR,Kim Min Uk,Min Uk,KR,KR20180012482A/en,김민욱,2020
US10545605,KR,Jang Kyungok,Kyungok,KR,KR20180012482A/en,장경옥,2020
US10545605,KR,Cho Youngho,Youngho,KR,KR20180012482A/en,조영호,2020
US10545605,KR,Han Ju-Hee,Ju-Hee,KR,KR20180012482A/en,한주희,2020
US10545605,KR,Lee Ji-Woo,Ji-Woo,KR,KR20180012482A/en,이지우,2020
US10545618,KR,Lim Sung Joon,Sung Joon,KR,KR101684779B1/en,임성준,2020
US10545618,KR,Choi Sung Jin,Sung Jin,KR,KR101684779B1/en,최성진,2020
US10545619,KR,Lee Sung Ho,Sung Ho,KR,KR101602842B1/en,이성호,2020
US10545633,KR,Kim Ki-tae,Ki-tae,KR,KR20170106055A/en,김기태,2020
US10545633,KR,Seo Jang-won,Jang-won,KR,KR20170106055A/en,서장원,2020
US10545637,KR,Lim Sang-hyun,Sang-hyun,KR,KR100775554B1/en,임상현,2020
US10545637,KR,Chun Gwi-Ho,Gwi-Ho,KR,KR100775554B1/en,천귀호,2020
US10545645,KR,Kim Soon-Ok,Soon-Ok,KR,KR100724939B1/en,김순옥,2020
US10545645,KR,Kim Dae-Gyu,Dae-Gyu,KR,KR100724939B1/en,김대규,2020
US10545645,KR,Park Yong-Soo,Yong-Soo,KR,KR100724939B1/en,박용수,2020
US10545661,KR,Lee Changil,Changil,KR,KR101718071B1/en,이창일,2020
US10545661,KR,Kim Hongshik,Hongshik,KR,KR101718071B1/en,김홍식,2020
US10545662,KR,Kim Byeong-Jae,Byeong-Jae,KR,KR102370678B1/en,김병재,2020
US10545663,KR,Yoon Sung-Jin,Sung-Jin,KR,KR102206053B1/en,윤성진,2020
US10545663,KR,Cho Pyo-Je,Pyo-Je,KR,KR102206053B1/en,조표제,2020
US10545663,KR,Hong Yoo-Jin,Yoo-Jin,KR,KR102206053B1/en,홍유진,2020
US10545675,KR,Lee Jun-Seo,Jun-Seo,KR,KR20180021950A/en,이준서,2020
US10545689,KR,Jeong Jae Hyeong,Jae Hyeong,KR,KR20180113230A/en,정재형,2020
US10545689,KR,Kim Kwang Hyun,Kwang Hyun,KR,KR20180113230A/en,김광현,2020
US10545754,KR,Jeong Junsoo,Junsoo,KR,KR102116814B1/en,정준수,2020
US10545754,KR,Ha Yujeong,Yujeong,KR,KR102116814B1/en,하유정,2020
US10545754,KR,Hong Chanpyo,Chanpyo,KR,KR102116814B1/en,홍찬표,2020
US10545780,KR,Kim Nam Gon,Nam Gon,KR,KR101846079B1/en,김남곤,2020
US10545780,KR,Ok Ki Sang,Ki Sang,KR,KR101846079B1/en,옥기상,2020
US10545780,KR,Han Je Chan,Je Chan,KR,KR101846079B1/en,한제찬,2020
US10545822,KR,Kwak Myung Kyun,Myung Kyun,KR,KR102384702B1/en,곽명균,2020
US10545830,KR,Kim Jong-Won,Jong-Won,KR,KR20180091296A/en,김종원,2020
US10545830,KR,Seo Dong-Young,Dong-Young,KR,KR20180091296A/en,김동건,2020
US10545830,KR,Kim Dong-Gun,Dong-Gun,KR,KR20180091296A/en,서동영,2020
US10545860,US,Kim Hyungseuk,Hyungseuk,KR,KR102368970B1/en,김형석,2020
US10545860,US,Kim Jinhyun,Jinhyun,KR,KR102368970B1/en,크리시나 테자 말라디,2020
US10545880,KR,Heo Young-Hoi,Young-Hoi,KR,KR20180055297A/en,허영회,2020
US10545880,KR,Jeong Sung-Won,Sung-Won,KR,KR20180055297A/en,정성원,2020
US10545880,KR,Kwon Moon-Sang,Moon-Sang,KR,KR20180055297A/en,권문상,2020
US10545888,KR,Hong Yun Gi,Yun Gi,KR,KR20180057028A/en,홍윤기,2020
US10545898,KR,Choi Yong-seok,Yong-seok,KR,KR102106541B1/en,최용석,2020
US10545898,KR,Song Joon-ho,Joon-ho,KR,KR102106541B1/en,송준호,2020
US10545916,KR,Baek Chang-Yol,Chang-Yol,KR,KR101731316B1/en,백창열,2020
US10542857,KR,Yun Min Ro,Min Ro,KR,KR20130005135A/en,윤민로,2020
US10542859,KR,Lee Dong Hyun,Dong Hyun,KR,KR102328252B1/en,이동현,2020
US10542859,KR,Kim In Joo,In Joo,KR,KR102328252B1/en,김인주,2020
US10542859,KR,Shin Dong Min,Dong Min,KR,KR102328252B1/en,신동민,2020
US10542859,KR,Yoo Jeong Ki,Jeong Ki,KR,KR102328252B1/en,유정기,2020
US10542859,KR,Lee Dong Hun,Dong Hun,KR,KR102328252B1/en,이동훈,2020
US10542859,KR,Chun Ji Won,Ji Won,KR,KR102328252B1/en,천지원,2020
US10546093,KR,Kim Moon-Su,Moon-Su,KR,KR102416490B1/en,김문수,2020
US10546126,KR,Kim Jung Yoon,Jung Yoon,KR,KR20180001878A/en,김정윤,2020
US10546177,KR,Lee Hana,Hana,KR,KR102313981B1/en,이한아,2020
US10546177,KR,Kim Kyuhong,Kyuhong,KR,KR102313981B1/en,김규홍,2020
US10546177,KR,Rhee Seon Min,Seon Min,KR,KR102313981B1/en,이선민,2020
US10546177,KR,Choi Changkyu,Changkyu,KR,KR102313981B1/en,최창규,2020
US10546178,KR,Roh Wan Ho,Wan Ho,KR,KR20170122386A/en,노완호,2020
US10546178,KR,Kim So Young,So Young,KR,KR20170122386A/en,김소영,2020
US10546178,KR,Jung Dae Kwang,Dae Kwang,KR,KR20170122386A/en,정대광,2020
US10546201,KR,Kang Hyoa,Hyoa,KR,KR20180060784A/en,강효아,2020
US10546201,KR,Kim Changhyun,Changhyun,KR,KR20180060784A/en,김창현,2020
US10546209,KR,Lee Seung Jae,Seung Jae,KR,KR20180080051A/en,이승재,2020
US10546209,KR,Son Hyung Kwan,Hyung Kwan,KR,KR20180080051A/en,손형관,2020
US10546209,KR,Lee Keun Dong,Keun Dong,KR,KR20180080051A/en,이근동,2020
US10546209,KR,Ko Jong Gook,Jong Gook,KR,KR20180080051A/en,고종국,2020
US10546209,KR,Oh Weon Geun,Weon Geun,KR,KR20180080051A/en,오원근,2020
US10546209,KR,Jung Da Un,Da Un,KR,KR20180080051A/en,정다운,2020
US10546225,KR,Kim Nam Joo,Nam Joo,KR,KR101754985B1/en,김남주,2020
US10546225,KR,Hwang Heui Chul,Heui Chul,KR,KR101754985B1/en,황희철,2020
US10546338,KR,Kang Sang-wook,Sang-wook,KR,KR102087985B1/en,강상욱,2020
US10546338,KR,Oh Jung-hyun,Jung-hyun,KR,KR102087985B1/en,오정현,2020
US10546338,KR,Jang Won-chang,Won-chang,KR,KR102087985B1/en,장원창,2020
US10546391,KR,Lee Seong Soo,Seong Soo,KR,KR20180011552A/en,이성수,2020
US10546392,KR,Son Minjung,Minjung,KR,KR20180064028A/en,손민정,2020
US10546392,KR,Chang Hyun Sung,Hyun Sung,KR,KR20180064028A/en,장현성,2020
US10546392,KR,Sagong Donghoon,Donghoon,KR,KR20180064028A/en,사공동훈,2020
US10546392,KR,Sung Young Hun,Young Hun,KR,KR20180064028A/en,성영훈,2020
US10546436,KR,Chae Junbyung,Junbyung,KR,KR102309438B1/en,채준병,2020
US10546436,KR,Jeon Byeonggeon,Byeonggeon,KR,KR102309438B1/en,전병건,2020
US10546520,KR,Noh Seok,Seok,KR,KR102423863B1/en,노석,2020
US10546520,KR,Han In-Hyo,In-Hyo,KR,KR102423863B1/en,한인효,2020
US10546527,KR,Pyo Si Beak,Si Beak,KR,KR102440978B1/en,표시백,2020
US10546527,KR,Nam Seung Wook,Seung Wook,KR,KR102440978B1/en,남승욱,2020
US10546527,KR,Hwang Jong Kwang,Jong Kwang,KR,KR102440978B1/en,황종광,2020
US10546534,KR,Lee Seung-Kyu,Seung-Kyu,KR,KR102373536B1/en,이승규,2020
US10546534,KR,Kim Tae Hoon,Tae Hoon,KR,KR102373536B1/en,김태훈,2020
US10546534,KR,Noh Jae Du,Jae Du,KR,KR102373536B1/en,노재두,2020
US10546536,KR,Kim Sung Hwan,Sung Hwan,KR,KR20180003698A/en,김성환,2020
US10546536,KR,Park Jun Hyun,Jun Hyun,KR,KR20180003698A/en,박준현,2020
US10546536,KR,Shin Kyoung Ju,Kyoung Ju,KR,KR20180003698A/en,신경주,2020
US10546539,KR,Kim Kyung-Min,Kyung-Min,KR,KR102410631B1/en,김경민,2020
US10546539,KR,Han In-Hyo,In-Hyo,KR,KR102410631B1/en,한인효,2020
US10546539,KR,Noh Seok,Seok,KR,KR102410631B1/en,노석,2020
US10546551,KR,Park Seong Woong,Seong Woong,KR,KR20170021671A/en,박성웅,2020
US10546551,KR,Kang Byung Jin,Byung Jin,KR,KR20170021671A/en,강병진,2020
US10546551,KR,Kim Nam Hoi,Nam Hoi,KR,KR20170021671A/en,김남회,2020
US10546551,KR,Lee Do Hyung,Do Hyung,KR,KR20170021671A/en,이도형,2020
US10546551,KR,Lee Sae Rom,Sae Rom,KR,KR20170021671A/en,이새롬,2020
US10546574,KR,Kim Jung-Hoe,Jung-Hoe,KR,KR20180025634A/en,김중회,2020
US10546574,KR,Jeon Jehun,Jehun,KR,KR20180025634A/en,전재훈,2020
US10546574,KR,Woo Kyoung Gu,Kyoung Gu,KR,KR20180025634A/en,우경구,2020
US10546587,KR,Chakladar Subhojit,Subhojit,KR,KR102301880B1/en,체크라달 서브호지트,2020
US10546587,KR,Lee Sanghoon,Sanghoon,KR,KR102301880B1/en,이상훈,2020
US10546615,KR,Shimokawa Shuichi,Shuichi,KR,KR101797041B1/en,슈이치 시모카와,2020
US10546615,KR,Kim Na-young,Na-young,KR,KR101797041B1/en,김나영,2020
US10546615,KR,Jang In-ra,In-ra,KR,KR101797041B1/en,장인라,2020
US10546618,KR,Kim Do Hyun,Do Hyun,KR,KR20190032104A/en,김도현,2020
US10546623,KR,Lee Jaeho,Jaeho,KR,KR20190122070A/en,이재호,2020
US10546623,KR,Sim Jaeyoon,Jaeyoon,KR,KR20190122070A/en,심재윤,2020
US10546623,KR,Lee Kyeongjun,Kyeongjun,KR,KR20190122070A/en,이경준,2020
US10546627,KR,Kang Dong-Ho,Dong-Ho,KR,KR102321332B1/en,강동호,2020
US10546635,KR,Yoon Jung Hyuk,Jung Hyuk,KR,KR20150022242A/en,윤정혁,2020
US10546635,KR,Shin Yoon Jae,Yoon Jae,KR,KR20150022242A/en,신윤재,2020
US10546637,KR,Kim Hee-Won,Hee-Won,KR,KR102429905B1/en,김희원,2020
US10546637,KR,Park Mu-Hui,Mu-Hui,KR,KR102429905B1/en,박무희,2020
US10546663,KR,Hwang Sungwoo,Sungwoo,KR,KR20170045669A/en,황성우,2020
US10546663,KR,Kim Se Yun,Se Yun,KR,KR20170045669A/en,김세윤,2020
US10546663,KR,Roh Jong Wook,Jong Wook,KR,KR20170045669A/en,노종욱,2020
US10546663,KR,Lee Woojin,Woojin,KR,KR20170045669A/en,이우진,2020
US10546663,KR,Lee Jongmin,Jongmin,KR,KR20170045669A/en,이종민,2020
US10546663,KR,Jung Doh Won,Doh Won,KR,KR20170045669A/en,정도원,2020
US10546663,KR,Kwak Chan,Chan,KR,KR20170045669A/en,곽찬,2020
US10546679,KR,Kim Jae Hun,Jae Hun,KR,KR101901700B1/en,김재훈,2020
US10546680,KR,Park Moon Soo,Moon Soo,KR,KR101719908B1/en,박문수,2020
US10546680,KR,Eom Ji Hyun,Ji Hyun,KR,KR101719908B1/en,엄지현,2020
US10546680,KR,Choi Jae Yeol,Jae Yeol,KR,KR101719908B1/en,최재열,2020
US10546681,KR,Jeong Dong Jin,Dong Jin,KR,KR101792317B1/en,정동진,2020
US10546681,KR,Lee Kyung Seop,Kyung Seop,KR,KR101792317B1/en,이경섭,2020
US10546681,KR,Choi Yong Un,Yong Un,KR,KR101792317B1/en,최용운,2020
US10546681,KR,Son Kyung Min,Kyung Min,KR,KR101792317B1/en,손경민,2020
US10546685,KR,Park Jay,Jay,KR,KR102166881B1/en,박재희,2020
US10546685,KR,Hyun Soon Young,Soon Young,KR,KR102166881B1/en,현순영,2020
US10546697,KR,Seok Sang Il,Sang Il,KR,KR101547870B1/en,석상일,2020
US10546697,KR,Im Sang Hyuk,Sang Hyuk,KR,KR101547870B1/en,임상혁,2020
US10546697,KR,Noh Jun Hong,Jun Hong,KR,KR101547870B1/en,노준홍,2020
US10546697,KR,Heo Jin Hyuck,Jin Hyuck,KR,KR101547870B1/en,허진혁,2020
US10546765,KR,Oh Kyoung Whan,Kyoung Whan,KR,KR20180029385A/en,오경환,2020
US10546765,KR,Choi Yeon Woo,Yeon Woo,KR,KR20180029385A/en,최연우,2020
US10546765,KR,Ko Won Yup,Won Yup,KR,KR20180029385A/en,고원엽,2020
US10546765,KR,Moon Min Seok,Min Seok,KR,KR20180029385A/en,문민석,2020
US10546765,KR,Park Won Ki,Won Ki,KR,KR20180029385A/en,박원기,2020
US10546765,KR,Lee Seung Hwan,Seung Hwan,KR,KR20180029385A/en,이승환,2020
US10546765,KR,Choi Yong Won,Yong Won,KR,KR20180029385A/en,최용원,2020
US10546781,KR,Choi Sun-Hyun,Sun-Hyun,KR,KR102381850B1/en,최순현,2020
US10546781,KR,Shin Ki-Taeg,Ki-Taeg,KR,KR102381850B1/en,신기택,2020
US10546781,KR,Roh Tae-Yun,Tae-Yun,KR,KR102381850B1/en,노태윤,2020
US10546794,KR,Kim Seung Wan,Seung Wan,KR,KR102015336B1/en,김승완,2020
US10546794,KR,Jang Deok Suk,Deok Suk,KR,KR102015336B1/en,장덕석,2020
US10546794,KR,Yeo Jeong Ho,Jeong Ho,KR,KR102015336B1/en,여정호,2020
US10546807,KR,Cho Soon-Dong,Soon-Dong,KR,KR102379779B1/en,조순동,2020
US10546807,KR,Jang Hoon,Hoon,KR,KR102379779B1/en,장훈,2020
US10546807,KR,Park Min-Gyu,Min-Gyu,KR,KR102379779B1/en,박민규,2020
US10546807,KR,Jang Won-Yong,Won-Yong,KR,KR102379779B1/en,장원용,2020
US10546810,KR,Park Seok-han,Seok-han,KR,KR102359267B1/en,박석한,2020
US10546814,KR,Tak Jung-Mi,Jung-Mi,KR,KR20180014911A/en,탁정미,2020
US10546814,KR,Oh Sung-Lae,Sung-Lae,KR,KR20180014911A/en,오성래,2020
US10546827,KR,Shim Young Seok,Young Seok,KR,KR20170141067A/en,심영석,2020
US10546827,KR,Kim Hyung Ju,Hyung Ju,KR,KR20170141067A/en,김형주,2020
US10546827,KR,Park Joo Hun,Joo Hun,KR,KR20170141067A/en,박주훈,2020
US10546827,KR,Kim Chang Dug,Chang Dug,KR,KR20170141067A/en,김창덕,2020
US10546829,KR,Min Youn Ji,Youn Ji,KR,KR20190014271A/en,민윤지,2020
US10546829,KR,Lee Seokhyun,Seokhyun,KR,KR20190014271A/en,이석현,2020
US10546829,KR,Kim Jongyoun,Jongyoun,KR,KR20190014271A/en,김종윤,2020
US10546829,KR,Suk Kyoung Lim,Kyoung Lim,KR,KR20190014271A/en,석경림,2020
US10546829,KR,Lee SeokWon,SeokWon,KR,KR20190014271A/en,이석원,2020
US10546844,KR,Kim Jae-Choon,Jae-Choon,KR,KR102372300B1/en,김재춘,2020
US10546844,KR,Jang Eon-Soo,Eon-Soo,KR,KR102372300B1/en,장언수,2020
US10546844,KR,Jung Eun-Hee,Eun-Hee,KR,KR102372300B1/en,정은희,2020
US10546844,KR,Kim Hyon-Chol,Hyon-Chol,KR,KR102372300B1/en,김현철,2020
US10546844,KR,Cho Byeong-Yeon,Byeong-Yeon,KR,KR102372300B1/en,조병연,2020
US10546855,KR,Ranjan Rajeev,Rajeev,KR,KR20180034987A/en,라지브 란잔,2020
US10546855,KR,Sharma Deepak,Deepak,KR,KR20180034987A/en,디팍 샤르마,2020
US10546855,KR,Kuchanuri Subhash,Subhash,KR,KR20180034987A/en,수바시 쿠차누리,2020
US10546855,KR,Park Chul Hong,Chul Hong,KR,KR20180034987A/en,박철홍,2020
US10546855,KR,Yang Jae Seok,Jae Seok,KR,KR20180034987A/en,양재석,2020
US10546855,KR,Chun Kwan Young,Kwan Young,KR,KR20180034987A/en,천관영,2020
US10546869,KR,Cho Taekeun,Taekeun,KR,KR102353929B1/en,조태근,2020
US10546869,KR,Kim Hongsoo,Hongsoo,KR,KR102353929B1/en,김홍수,2020
US10546869,KR,Park Jong-Kook,Jong-Kook,KR,KR102353929B1/en,박종국,2020
US10546869,KR,Lee TaeHee,TaeHee,KR,KR102353929B1/en,이태희,2020
US10546874,KR,Kim Jong Won,Jong Won,KR,KR102368932B1/en,김종원,2020
US10546874,KR,Jung Kwang Young,Kwang Young,KR,KR102368932B1/en,정광영,2020
US10546874,KR,Eun Dong Seog,Dong Seog,KR,KR102368932B1/en,은동석,2020
US10546875,KR,Kim Chanho,Chanho,KR,KR102408621B1/en,김찬호,2020
US10546875,KR,Kwak Pansuk,Pansuk,KR,KR102408621B1/en,곽판석,2020
US10546875,KR,Kim Chaehoon,Chaehoon,KR,KR102408621B1/en,김채훈,2020
US10546875,KR,Jeon Hongsoo,Hongsoo,KR,KR102408621B1/en,전홍수,2020
US10546875,KR,Park Jeunghwan,Jeunghwan,KR,KR102408621B1/en,박증환,2020
US10546875,KR,Lim Bongsoon,Bongsoon,KR,KR102408621B1/en,임봉순,2020
US10546876,KR,Lee Hyun-Min,Hyun-Min,KR,KR20170101345A/en,이현민,2020
US10546876,KR,Yang Woo-Sung,Woo-Sung,KR,KR20170101345A/en,양우성,2020
US10546876,KR,Kim Kwan-Yong,Kwan-Yong,KR,KR20170101345A/en,김관용,2020
US10546877,KR,Park In Su,In Su,KR,KR20190034864A/en,박인수,2020
US10546877,KR,Sheen Dong Sun,Dong Sun,KR,KR20190034864A/en,신동선,2020
US10546883,KR,Lee Hong-Beom,Hong-Beom,KR,KR102398939B1/en,이홍범,2020
US10546883,KR,Shin Ji-Hoon,Ji-Hoon,KR,KR102398939B1/en,신지훈,2020
US10546883,KR,Shin Ho-Yong,Ho-Yong,KR,KR102398939B1/en,신호용,2020
US10546893,KR,Yoon Young Hee,Young Hee,KR,KR20180024547A/en,윤영희,2020
US10546893,KR,Kwak Eun Jeong,Eun Jeong,KR,KR20180024547A/en,곽은정,2020
US10546894,KR,Wu Zhe,Zhe,KR,KR20180010790A/en,오철,2020
US10546894,KR,Ahn Dong-ho,Dong-ho,KR,KR20180010790A/en,안동호,2020
US10546894,KR,Horii Hideki,Hideki,KR,KR20180010790A/en,박순오,2020
US10546894,KR,Park Soon-oh,Soon-oh,KR,KR20180010790A/en,박정희,2020
US10546894,KR,Park Jeong-hee,Jeong-hee,KR,KR20180010790A/en,이진우,2020
US10546894,KR,Lee Jin-woo,Jin-woo,KR,KR20180010790A/en,히데키 호리이,2020
US10546894,KR,Seong Dong-jun,Dong-jun,KR,KR20180010790A/en,성동준,2020
US10546894,KR,Choi Seol,Seol,KR,KR20180010790A/en,최설,2020
US10546897,KR,Yun Sung Young,Sung Young,KR,KR20180044761A/en,윤성영,2020
US10546897,KR,Lee Gae Hwang,Gae Hwang,KR,KR20180044761A/en,이계황,2020
US10546897,KR,Park Kyung Bae,Kyung Bae,KR,KR20180044761A/en,박경배,2020
US10546897,KR,Lee Kwang Hee,Kwang Hee,KR,KR20180044761A/en,이광희,2020
US10546897,KR,Leem Dong-Seok,Dong-Seok,KR,KR20180044761A/en,임동석,2020
US10546897,KR,Bulliard Xavier,Xavier,KR,KR20180044761A/en,자비에 불리아드,2020
US10546897,KR,Jin Yong Wan,Yong Wan,KR,KR20180044761A/en,진용완,2020
US10546900,KR,Jeon Pyungeun,Pyungeun,KR,KR20180100012A/en,전평은,2020
US10546900,KR,Oh Ilsoo,Ilsoo,KR,KR20180100012A/en,오일수,2020
US10546900,KR,Yoon Jihwan,Jihwan,KR,KR20180100012A/en,윤지환,2020
US10546900,KR,Lee Bora,Bora,KR,KR20180100012A/en,이보라,2020
US10546900,KR,Choi Jehong,Jehong,KR,KR20180100012A/en,최제홍,2020
US10546900,KR,Pyo Sangwoo,Sangwoo,KR,KR20180100012A/en,표상우,2020
US10546902,KR,Lee Sun Hwa,Sun Hwa,KR,KR20180051692A/en,이선화,2020
US10546902,KR,Jeon Mu Kyung,Mu Kyung,KR,KR20180051692A/en,전무경,2020
US10546902,KR,Kim Il Gon,Il Gon,KR,KR20180051692A/en,김일곤,2020
US10546906,KR,Lee Won-Se,Won-Se,KR,KR102096051B1/en,이원세,2020
US10546908,KR,Lee SeYong,SeYong,KR,KR20180071122A/en,이세용,2020
US10546909,KR,Lee Daegeun,Daegeun,KR,KR20220066009A/en,이대근,2020
US10546909,KR,Lee Kyung-Mok,Kyung-Mok,KR,KR20220066009A/en,이경목,2020
US10546909,KR,Jung Wuhyen,Wuhyen,KR,KR20220066009A/en,정우현,2020
US10546910,KR,Song Hagyeong,Hagyeong,KR,KR20170115643A/en,송하경,2020
US10546910,KR,Kim Deukjong,Deukjong,KR,KR20170115643A/en,김득종,2020
US10546910,KR,Kim Sangki,Sangki,KR,KR20170115643A/en,김상기,2020
US10546934,KR,Choi Woo Young,Woo Young,KR,KR20180007602A/en,최우영,2020
US10546959,KR,Woo Sung Wook,Sung Wook,KR,KR20180016708A/en,우성욱,2020
US10546959,KR,Lee Chang Ho,Chang Ho,KR,KR20180016708A/en,이창호,2020
US10546959,KR,Rho Kyung Lae,Kyung Lae,KR,KR20180016708A/en,노경래,2020
US10546959,KR,Lee Doo Hyoung,Doo Hyoung,KR,KR20180016708A/en,이두형,2020
US10546959,KR,Jo Sung Chan,Sung Chan,KR,KR20180016708A/en,조성찬,2020
US10546959,KR,Sohn Sang Woo,Sang Woo,KR,KR20180016708A/en,손상우,2020
US10546959,KR,Shin Sang Won,Sang Won,KR,KR20180016708A/en,신상원,2020
US10546959,KR,Jeong Soo Im,Soo Im,KR,KR20180016708A/en,정수임,2020
US10546959,KR,Jeong Chang Yong,Chang Yong,KR,KR20180016708A/en,정창용,2020
US10546974,KR,Kang Hyun Oh,Hyun Oh,KR,KR102098295B1/en,강현오,2020
US10546977,KR,Jung Sung Ho,Sung Ho,KR,KR102038443B1/en,정성호,2020
US10546977,KR,Choi Jin Kyung,Jin Kyung,KR,KR102038443B1/en,최진경,2020
US10546977,KR,Lee Sang Youl,Sang Youl,KR,KR102038443B1/en,이상열,2020
US10546984,KR,Kang Sung Ku,Sung Ku,KR,KR20170019047A/en,강성구,2020
US10546986,KR,Bak Gyu Hyeong,Gyu Hyeong,KR,KR20160037471A/en,박규형,2020
US10546986,KR,Min Bong Kul,Bong Kul,KR,KR20160037471A/en,민봉걸,2020
US10546989,KR,Oh Seunghyun,Seunghyun,KR,KR20190019745A/en,오승현,2020
US10546989,KR,Jo Sungsik,Sungsik,KR,KR20190019745A/en,조성식,2020
US10546989,KR,Park Junghyun,Junghyun,KR,KR20190019745A/en,박정현,2020
US10546989,KR,Kim Byeonggeon,Byeonggeon,KR,KR20190019745A/en,김병건,2020
US10546999,KR,Terai Masayuki,Masayuki,KR,KR20170096722A/en,마사유키 테라이,2020
US10546999,KR,Kang Dae-Hwan,Dae-Hwan,KR,KR20170096722A/en,강대환,2020
US10546999,KR,Koh Gwan-Hyeob,Gwan-Hyeob,KR,KR20170096722A/en,고관협,2020
US10547000,KR,Jeong Ji-Hyun,Ji-Hyun,KR,KR20190044197A/en,정지현,2020
US10547000,KR,Park Ilmok,Ilmok,KR,KR20190044197A/en,박일목,2020
US10547000,KR,Song Si-Ho,Si-Ho,KR,KR20190044197A/en,송시호,2020
US10547001,KR,Kang Dae-Gun,Dae-Gun,KR,KR20180134048A/en,강대건,2020
US10547001,KR,Chae Su-Jin,Su-Jin,KR,KR20180134048A/en,채수진,2020
US10547001,KR,Min Sung-Kyu,Sung-Kyu,KR,KR20180134048A/en,민성규,2020
US10547001,KR,Kim Myoung-Sub,Myoung-Sub,KR,KR20180134048A/en,김명섭,2020
US10547001,KR,Kim Chi-Ho,Chi-Ho,KR,KR20180134048A/en,김치호,2020
US10547001,KR,Lee Su-Yeon,Su-Yeon,KR,KR20180134048A/en,이수연,2020
US10547003,KR,Park Jae Wan,Jae Wan,KR,KR20180007387A/en,박재완,2020
US10547003,KR,Mun Ju Eel,Ju Eel,KR,KR20180007387A/en,문주일,2020
US10547003,KR,Kang Seung Ki,Seung Ki,KR,KR20180007387A/en,강성기,2020
US10547003,KR,Hwang In Hyun,In Hyun,KR,KR20180007387A/en,황인현,2020
US10547008,KR,Cha Yongbum,Yongbum,KR,KR101984787B1/en,차용범,2020
US10547008,KR,Hong Sung Kil,Sung Kil,KR,KR101984787B1/en,홍성길,2020
US10547008,KR,Kim Seong So,Seong So,KR,KR101984787B1/en,김성소,2020
US10547008,KR,Ryu Jemin,Jemin,KR,KR101984787B1/en,류제민,2020
US10547010,KR,Moon Doo-Hyeon,Doo-Hyeon,KR,KR20170066241A/en,문두현,2020
US10547018,KR,Chung Dae Young,Dae Young,KR,KR20190074153A/en,정대영,2020
US10547018,KR,Kang Hyun A,Hyun A,KR,KR20190074153A/en,강현아,2020
US10547018,KR,Jang Eun Joo,Eun Joo,KR,KR20190074153A/en,장은주,2020
US10547018,KR,Cho Oul,Oul,KR,KR20190074153A/en,조얼,2020
US10547020,KR,Jang Jae-Seung,Jae-Seung,KR,KR20180013536A/en,장재승,2020
US10547020,KR,Kim Tae-Shick,Tae-Shick,KR,KR20180013536A/en,김태식,2020
US10547020,KR,Kim Hyung-June,Hyung-June,KR,KR20180013536A/en,김형준,2020
US10547020,KR,Yun Min,Min,KR,KR20180013536A/en,윤민,2020
US10547020,KR,Lim Tae-Seok,Tae-Seok,KR,KR20180013536A/en,임태석,2020
US10547024,KR,Hwang Hyun Min,Hyun Min,KR,KR102430307B1/en,황현민,2020
US10547024,KR,Jang Yong Kyu,Yong Kyu,KR,KR102430307B1/en,장용규,2020
US10547024,KR,Go Jae Kyung,Jae Kyung,KR,KR102430307B1/en,고재경,2020
US10547024,KR,Kim Dong Jo,Dong Jo,KR,KR102430307B1/en,김동조,2020
US10547024,KR,Kim Young Min,Young Min,KR,KR102430307B1/en,김영민,2020
US10547024,KR,Park Chan Young,Chan Young,KR,KR102430307B1/en,박찬영,2020
US10547024,KR,Han Dong Won,Dong Won,KR,KR102430307B1/en,한동원,2020
US10547025,KR,Choi Yoon Sun,Yoon Sun,KR,KR102403197B1/en,최윤선,2020
US10547025,KR,Lee Sang Jo,Sang Jo,KR,KR102403197B1/en,이상조,2020
US10547028,KR,Kim Mikyung,Mikyung,KR,KR20220014897A/en,김미경,2020
US10547028,KR,Lee Sunyoul,Sunyoul,KR,KR20220014897A/en,이선율,2020
US10547030,KR,Lee Hyun soo,Hyun soo,KR,KR102422513B1/en,이현수,2020
US10547030,KR,Baik Yunki,Yunki,KR,KR102422513B1/en,백윤기,2020
